provincia,semana_id,anio_epi,semana,calendar_start_date,casos
MANABI,2013-W28,2013,28,2013-07-14,6.0
LOS RIOS,2013-W28,2013,28,2013-07-14,37.0
EL ORO,2013-W28,2013,28,2013-07-14,20.0
ESMERALDAS,2013-W28,2013,28,2013-07-14,6.0
CARCHI,2013-W28,2013,28,2013-07-14,0.0
IMBABURA,2013-W28,2013,28,2013-07-14,0.0
PICHINCHA,2013-W28,2013,28,2013-07-14,3.0
BOLIVAR,2013-W28,2013,28,2013-07-14,0.0
COTOPAXI,2013-W28,2013,28,2013-07-14,0.0
TUNGURAHUA,2013-W28,2013,28,2013-07-14,0.0
CHIMBORAZO,2013-W28,2013,28,2013-07-14,0.0
CANAR,2013-W28,2013,28,2013-07-14,5.0
AZUAY,2013-W28,2013,28,2013-07-14,0.0
LOJA,2013-W28,2013,28,2013-07-14,2.0
SUCUMBIOS,2013-W28,2013,28,2013-07-14,4.0
NAPO,2013-W28,2013,28,2013-07-14,1.0
ORELLANA,2013-W28,2013,28,2013-07-14,8.0
PASTAZA,2013-W28,2013,28,2013-07-14,0.0
MORONA SANTIAGO,2013-W28,2013,28,2013-07-14,10.0
ZAMORA CHINCHIPE,2013-W28,2013,28,2013-07-14,0.0
GUAYAS,2013-W29,2013,29,2013-07-21,67.0
MANABI,2013-W29,2013,29,2013-07-21,7.0
LOS RIOS,2013-W29,2013,29,2013-07-21,18.0
EL ORO,2013-W29,2013,29,2013-07-21,9.0
ESMERALDAS,2013-W29,2013,29,2013-07-21,2.0
CARCHI,2013-W29,2013,29,2013-07-21,0.0
IMBABURA,2013-W29,2013,29,2013-07-21,0.0
PICHINCHA,2013-W29,2013,29,2013-07-21,0.0
BOLIVAR,2013-W29,2013,29,2013-07-21,6.0
COTOPAXI,2013-W29,2013,29,2013-07-21,0.0
TUNGURAHUA,2013-W29,2013,29,2013-07-21,0.0
CHIMBORAZO,2013-W29,2013,29,2013-07-21,0.0
CANAR,2013-W29,2013,29,2013-07-21,3.0
AZUAY,2013-W29,2013,29,2013-07-21,0.0
LOJA,2013-W29,2013,29,2013-07-21,0.0
SUCUMBIOS,2013-W29,2013,29,2013-07-21,2.0
NAPO,2013-W29,2013,29,2013-07-21,7.0
ORELLANA,2013-W29,2013,29,2013-07-21,6.0
PASTAZA,2013-W29,2013,29,2013-07-21,0.0
MORONA SANTIAGO,2013-W29,2013,29,2013-07-21,5.0
ZAMORA CHINCHIPE,2013-W29,2013,29,2013-07-21,2.0
GUAYAS,2013-W30,2013,30,2013-07-28,59.0
MANABI,2013-W30,2013,30,2013-07-28,2.0
LOS RIOS,2013-W30,2013,30,2013-07-28,12.0
EL ORO,2013-W30,2013,30,2013-07-28,21.0
ESMERALDAS,2013-W30,2013,30,2013-07-28,3.0
CARCHI,2013-W30,2013,30,2013-07-28,0.0
IMBABURA,2013-W30,2013,30,2013-07-28,0.0
PICHINCHA,2013-W30,2013,30,2013-07-28,0.0
BOLIVAR,2013-W30,2013,30,2013-07-28,1.0
COTOPAXI,2013-W30,2013,30,2013-07-28,0.0
TUNGURAHUA,2013-W30,2013,30,2013-07-28,0.0
CHIMBORAZO,2013-W30,2013,30,2013-07-28,0.0
CANAR,2013-W30,2013,30,2013-07-28,2.0
AZUAY,2013-W30,2013,30,2013-07-28,0.0
LOJA,2013-W30,2013,30,2013-07-28,1.0
SUCUMBIOS,2013-W30,2013,30,2013-07-28,12.0
NAPO,2013-W30,2013,30,2013-07-28,1.0
ORELLANA,2013-W30,2013,30,2013-07-28,3.0
PASTAZA,2013-W30,2013,30,2013-07-28,0.0
MORONA SANTIAGO,2013-W30,2013,30,2013-07-28,5.0
ZAMORA CHINCHIPE,2013-W30,2013,30,2013-07-28,1.0
GUAYAS,2013-W32,2013,32,2013-08-11,39.0
MANABI,2013-W32,2013,32,2013-08-11,6.0
LOS RIOS,2013-W32,2013,32,2013-08-11,9.0
EL ORO,2013-W32,2013,32,2013-08-11,8.0
ESMERALDAS,2013-W32,2013,32,2013-08-11,4.0
CARCHI,2013-W32,2013,32,2013-08-11,0.0
IMBABURA,2013-W32,2013,32,2013-08-11,2.0
PICHINCHA,2013-W32,2013,32,2013-08-11,0.0
BOLIVAR,2013-W32,2013,32,2013-08-11,0.0
COTOPAXI,2013-W32,2013,32,2013-08-11,0.0
TUNGURAHUA,2013-W32,2013,32,2013-08-11,0.0
CHIMBORAZO,2013-W32,2013,32,2013-08-11,0.0
CANAR,2013-W32,2013,32,2013-08-11,2.0
AZUAY,2013-W32,2013,32,2013-08-11,0.0
LOJA,2013-W32,2013,32,2013-08-11,0.0
SUCUMBIOS,2013-W32,2013,32,2013-08-11,0.0
NAPO,2013-W32,2013,32,2013-08-11,0.0
ORELLANA,2013-W32,2013,32,2013-08-11,4.0
PASTAZA,2013-W32,2013,32,2013-08-11,0.0
MORONA SANTIAGO,2013-W32,2013,32,2013-08-11,10.0
ZAMORA CHINCHIPE,2013-W32,2013,32,2013-08-11,0.0
GUAYAS,2013-W34,2013,34,2013-08-25,40.0
MANABI,2013-W34,2013,34,2013-08-25,2.0
LOS RIOS,2013-W34,2013,34,2013-08-25,6.0
EL ORO,2013-W34,2013,34,2013-08-25,6.0
ESMERALDAS,2013-W34,2013,34,2013-08-25,2.0
CARCHI,2013-W34,2013,34,2013-08-25,0.0
IMBABURA,2013-W34,2013,34,2013-08-25,1.0
PICHINCHA,2013-W34,2013,34,2013-08-25,1.0
BOLIVAR,2013-W34,2013,34,2013-08-25,0.0
COTOPAXI,2013-W34,2013,34,2013-08-25,0.0
TUNGURAHUA,2013-W34,2013,34,2013-08-25,0.0
CHIMBORAZO,2013-W34,2013,34,2013-08-25,1.0
CANAR,2013-W34,2013,34,2013-08-25,1.0
AZUAY,2013-W34,2013,34,2013-08-25,0.0
LOJA,2013-W34,2013,34,2013-08-25,0.0
SUCUMBIOS,2013-W34,2013,34,2013-08-25,0.0
NAPO,2013-W34,2013,34,2013-08-25,0.0
ORELLANA,2013-W34,2013,34,2013-08-25,4.0
PASTAZA,2013-W34,2013,34,2013-08-25,0.0
MORONA SANTIAGO,2013-W34,2013,34,2013-08-25,10.0
ZAMORA CHINCHIPE,2013-W34,2013,34,2013-08-25,0.0
GUAYAS,2013-W37,2013,37,2013-09-15,22.0
MANABI,2013-W37,2013,37,2013-09-15,4.0
LOS RIOS,2013-W37,2013,37,2013-09-15,3.0
EL ORO,2013-W37,2013,37,2013-09-15,20.0
ESMERALDAS,2013-W37,2013,37,2013-09-15,8.0
CARCHI,2013-W37,2013,37,2013-09-15,0.0
IMBABURA,2013-W37,2013,37,2013-09-15,2.0
PICHINCHA,2013-W37,2013,37,2013-09-15,6.0
BOLIVAR,2013-W37,2013,37,2013-09-15,0.0
COTOPAXI,2013-W37,2013,37,2013-09-15,0.0
TUNGURAHUA,2013-W37,2013,37,2013-09-15,0.0
CHIMBORAZO,2013-W37,2013,37,2013-09-15,0.0
CANAR,2013-W37,2013,37,2013-09-15,1.0
AZUAY,2013-W37,2013,37,2013-09-15,0.0
LOJA,2013-W37,2013,37,2013-09-15,0.0
SUCUMBIOS,2013-W37,2013,37,2013-09-15,2.0
NAPO,2013-W37,2013,37,2013-09-15,0.0
ORELLANA,2013-W37,2013,37,2013-09-15,0.0
PASTAZA,2013-W37,2013,37,2013-09-15,0.0
MORONA SANTIAGO,2013-W37,2013,37,2013-09-15,0.0
ZAMORA CHINCHIPE,2013-W37,2013,37,2013-09-15,0.0
GUAYAS,2013-W38,2013,38,2013-09-22,10.0
MANABI,2013-W38,2013,38,2013-09-22,2.0
LOS RIOS,2013-W38,2013,38,2013-09-22,5.0
EL ORO,2013-W38,2013,38,2013-09-22,11.0
ESMERALDAS,2013-W38,2013,38,2013-09-22,14.0
CARCHI,2013-W38,2013,38,2013-09-22,0.0
IMBABURA,2013-W38,2013,38,2013-09-22,0.0
PICHINCHA,2013-W38,2013,38,2013-09-22,2.0
BOLIVAR,2013-W38,2013,38,2013-09-22,0.0
COTOPAXI,2013-W38,2013,38,2013-09-22,0.0
TUNGURAHUA,2013-W38,2013,38,2013-09-22,0.0
CHIMBORAZO,2013-W38,2013,38,2013-09-22,0.0
CANAR,2013-W38,2013,38,2013-09-22,1.0
AZUAY,2013-W38,2013,38,2013-09-22,1.0
LOJA,2013-W38,2013,38,2013-09-22,1.0
SUCUMBIOS,2013-W38,2013,38,2013-09-22,0.0
NAPO,2013-W38,2013,38,2013-09-22,0.0
ORELLANA,2013-W38,2013,38,2013-09-22,0.0
PASTAZA,2013-W38,2013,38,2013-09-22,0.0
MORONA SANTIAGO,2013-W38,2013,38,2013-09-22,5.0
ZAMORA CHINCHIPE,2013-W38,2013,38,2013-09-22,0.0
GUAYAS,2013-W43,2013,43,2013-10-27,3.0
MANABI,2013-W43,2013,43,2013-10-27,16.0
LOS RIOS,2013-W43,2013,43,2013-10-27,3.0
EL ORO,2013-W43,2013,43,2013-10-27,7.0
SUCUMBIOS,2013-W43,2013,43,2013-10-27,23.0
NAPO,2013-W43,2013,43,2013-10-27,3.0
PASTAZA,2013-W43,2013,43,2013-10-27,1.0
MORONA SANTIAGO,2013-W43,2013,43,2013-10-27,1.0
EL ORO,2017-W52,2017,52,2017-12-31,1.0
ESMERALDAS,2017-W52,2017,52,2017-12-31,1.0
GUAYAS,2017-W52,2017,52,2017-12-31,3.0
LOS RIOS,2017-W52,2017,52,2017-12-31,1.0
MANABI,2017-W52,2017,52,2017-12-31,1.0
MORONA SANTIAGO,2017-W52,2017,52,2017-12-31,1.0
NAPO,2017-W52,2017,52,2017-12-31,1.0
ORELLANA,2017-W52,2017,52,2017-12-31,1.0
PICHINCHA,2017-W52,2017,52,2017-12-31,3.0
SUCUMBIOS,2017-W52,2017,52,2017-12-31,3.0
AZUAY,2018-W01,2018,1,2018-01-07,1.0
EL ORO,2018-W01,2018,1,2018-01-07,9.0
ESMERALDAS,2018-W01,2018,1,2018-01-07,1.0
GUAYAS,2018-W01,2018,1,2018-01-07,3.0
LOS RIOS,2018-W01,2018,1,2018-01-07,1.0
MANABI,2018-W01,2018,1,2018-01-07,6.0
MORONA SANTIAGO,2018-W01,2018,1,2018-01-07,1.0
NAPO,2018-W01,2018,1,2018-01-07,1.0
ORELLANA,2018-W01,2018,1,2018-01-07,3.0
PICHINCHA,2018-W01,2018,1,2018-01-07,3.0
AZUAY,2018-W02,2018,2,2018-01-14,1.0
CANAR,2018-W02,2018,2,2018-01-14,1.0
EL ORO,2018-W02,2018,2,2018-01-14,3.0
ESMERALDAS,2018-W02,2018,2,2018-01-14,3.0
GUAYAS,2018-W02,2018,2,2018-01-14,6.0
LOS RIOS,2018-W02,2018,2,2018-01-14,3.0
MANABI,2018-W02,2018,2,2018-01-14,3.0
MORONA SANTIAGO,2018-W02,2018,2,2018-01-14,3.0
NAPO,2018-W02,2018,2,2018-01-14,2.0
ORELLANA,2018-W02,2018,2,2018-01-14,1.0
EL ORO,2018-W03,2018,3,2018-01-21,6.0
ESMERALDAS,2018-W03,2018,3,2018-01-21,3.0
GUAYAS,2018-W03,2018,3,2018-01-21,6.0
LOS RIOS,2018-W03,2018,3,2018-01-21,3.0
MANABI,2018-W03,2018,3,2018-01-21,3.0
MORONA SANTIAGO,2018-W03,2018,3,2018-01-21,1.0
NAPO,2018-W03,2018,3,2018-01-21,1.0
ORELLANA,2018-W03,2018,3,2018-01-21,1.0
PICHINCHA,2018-W03,2018,3,2018-01-21,1.0
SUCUMBIOS,2018-W03,2018,3,2018-01-21,1.0
EL ORO,2018-W04,2018,4,2018-01-28,8.0
ESMERALDAS,2018-W04,2018,4,2018-01-28,1.0
GUAYAS,2018-W04,2018,4,2018-01-28,6.0
LOJA,2018-W04,2018,4,2018-01-28,1.0
LOS RIOS,2018-W04,2018,4,2018-01-28,1.0
MANABI,2018-W04,2018,4,2018-01-28,6.0
MORONA SANTIAGO,2018-W04,2018,4,2018-01-28,3.0
NAPO,2018-W04,2018,4,2018-01-28,1.0
ORELLANA,2018-W04,2018,4,2018-01-28,1.0
SUCUMBIOS,2018-W04,2018,4,2018-01-28,1.0
EL ORO,2018-W05,2018,5,2018-02-04,1.0
ESMERALDAS,2018-W05,2018,5,2018-02-04,3.0
GALAPAGOS,2018-W05,2018,5,2018-02-04,1.0
GUAYAS,2018-W05,2018,5,2018-02-04,3.0
LOJA,2018-W05,2018,5,2018-02-04,1.0
LOS RIOS,2018-W05,2018,5,2018-02-04,3.0
MANABI,2018-W05,2018,5,2018-02-04,6.0
MORONA SANTIAGO,2018-W05,2018,5,2018-02-04,1.0
NAPO,2018-W05,2018,5,2018-02-04,1.0
ORELLANA,2018-W05,2018,5,2018-02-04,1.0
PICHINCHA,2018-W05,2018,5,2018-02-04,1.0
SUCUMBIOS,2018-W05,2018,5,2018-02-04,1.0
AZUAY,2018-W06,2018,6,2018-02-11,1.0
CANAR,2018-W06,2018,6,2018-02-11,1.0
EL ORO,2018-W06,2018,6,2018-02-11,3.0
ESMERALDAS,2018-W06,2018,6,2018-02-11,1.0
GUAYAS,2018-W06,2018,6,2018-02-11,1.0
LOS RIOS,2018-W06,2018,6,2018-02-11,7.0
MANABI,2018-W06,2018,6,2018-02-11,6.0
MORONA SANTIAGO,2018-W06,2018,6,2018-02-11,3.0
NAPO,2018-W06,2018,6,2018-02-11,2.0
ORELLANA,2018-W06,2018,6,2018-02-11,1.0
PICHINCHA,2018-W06,2018,6,2018-02-11,1.0
SUCUMBIOS,2018-W06,2018,6,2018-02-11,1.0
BOLIVAR,2018-W07,2018,7,2018-02-18,1.0
EL ORO,2018-W07,2018,7,2018-02-18,1.0
GUAYAS,2018-W07,2018,7,2018-02-18,6.0
LOS RIOS,2018-W07,2018,7,2018-02-18,1.0
MANABI,2018-W07,2018,7,2018-02-18,6.0
MORONA SANTIAGO,2018-W07,2018,7,2018-02-18,2.0
NAPO,2018-W07,2018,7,2018-02-18,1.0
ORELLANA,2018-W07,2018,7,2018-02-18,1.0
PICHINCHA,2018-W07,2018,7,2018-02-18,1.0
SUCUMBIOS,2018-W07,2018,7,2018-02-18,1.0
TUNGURAHUA,2018-W07,2018,7,2018-02-18,1.0
EL ORO,2018-W08,2018,8,2018-02-25,3.0
ESMERALDAS,2018-W08,2018,8,2018-02-25,3.0
GUAYAS,2018-W08,2018,8,2018-02-25,24.0
LOS RIOS,2018-W08,2018,8,2018-02-25,3.0
MANABI,2018-W08,2018,8,2018-02-25,6.0
MORONA SANTIAGO,2018-W08,2018,8,2018-02-25,3.0
NAPO,2018-W08,2018,8,2018-02-25,1.0
PICHINCHA,2018-W08,2018,8,2018-02-25,1.0
AZUAY,2018-W09,2018,9,2018-03-04,1.0
EL ORO,2018-W09,2018,9,2018-03-04,22.0
ESMERALDAS,2018-W09,2018,9,2018-03-04,1.0
GUAYAS,2018-W09,2018,9,2018-03-04,3.0
LOS RIOS,2018-W09,2018,9,2018-03-04,1.0
MANABI,2018-W09,2018,9,2018-03-04,6.0
MORONA SANTIAGO,2018-W09,2018,9,2018-03-04,3.0
NAPO,2018-W09,2018,9,2018-03-04,1.0
ORELLANA,2018-W09,2018,9,2018-03-04,1.0
PICHINCHA,2018-W09,2018,9,2018-03-04,1.0
EL ORO,2018-W10,2018,10,2018-03-11,1.0
ESMERALDAS,2018-W10,2018,10,2018-03-11,1.0
GUAYAS,2018-W10,2018,10,2018-03-11,6.0
LOS RIOS,2018-W10,2018,10,2018-03-11,1.0
MANABI,2018-W10,2018,10,2018-03-11,3.0
MORONA SANTIAGO,2018-W10,2018,10,2018-03-11,1.0
NAPO,2018-W10,2018,10,2018-03-11,1.0
ORELLANA,2018-W10,2018,10,2018-03-11,1.0
SUCUMBIOS,2018-W10,2018,10,2018-03-11,1.0
BOLIVAR,2018-W11,2018,11,2018-03-18,1.0
EL ORO,2018-W11,2018,11,2018-03-18,3.0
ESMERALDAS,2018-W11,2018,11,2018-03-18,1.0
GUAYAS,2018-W11,2018,11,2018-03-18,4.0
LOS RIOS,2018-W11,2018,11,2018-03-18,1.0
MANABI,2018-W11,2018,11,2018-03-18,1.0
MORONA SANTIAGO,2018-W11,2018,11,2018-03-18,6.0
NAPO,2018-W11,2018,11,2018-03-18,4.0
ORELLANA,2018-W11,2018,11,2018-03-18,1.0
PICHINCHA,2018-W11,2018,11,2018-03-18,1.0
EL ORO,2018-W12,2018,12,2018-03-25,5.0
ESMERALDAS,2018-W12,2018,12,2018-03-25,1.0
GUAYAS,2018-W12,2018,12,2018-03-25,3.0
LOS RIOS,2018-W12,2018,12,2018-03-25,1.0
MANABI,2018-W12,2018,12,2018-03-25,5.0
MORONA SANTIAGO,2018-W12,2018,12,2018-03-25,1.0
NAPO,2018-W12,2018,12,2018-03-25,1.0
ORELLANA,2018-W12,2018,12,2018-03-25,1.0
PICHINCHA,2018-W12,2018,12,2018-03-25,1.0
SUCUMBIOS,2018-W12,2018,12,2018-03-25,1.0
CHIMBORAZO,2018-W13,2018,13,2018-04-01,1.0
EL ORO,2018-W13,2018,13,2018-04-01,3.0
ESMERALDAS,2018-W13,2018,13,2018-04-01,1.0
GUAYAS,2018-W13,2018,13,2018-04-01,4.0
LOS RIOS,2018-W13,2018,13,2018-04-01,1.0
MANABI,2018-W13,2018,13,2018-04-01,4.0
MORONA SANTIAGO,2018-W13,2018,13,2018-04-01,3.0
NAPO,2018-W13,2018,13,2018-04-01,3.0
ORELLANA,2018-W13,2018,13,2018-04-01,1.0
PICHINCHA,2018-W13,2018,13,2018-04-01,1.0
CHIMBORAZO,2018-W14,2018,14,2018-04-08,1.0
EL ORO,2018-W14,2018,14,2018-04-08,3.0
ESMERALDAS,2018-W14,2018,14,2018-04-08,1.0
GUAYAS,2018-W14,2018,14,2018-04-08,1.0
LOS RIOS,2018-W14,2018,14,2018-04-08,1.0
MANABI,2018-W14,2018,14,2018-04-08,6.0
MORONA SANTIAGO,2018-W14,2018,14,2018-04-08,3.0
NAPO,2018-W14,2018,14,2018-04-08,3.0
ORELLANA,2018-W14,2018,14,2018-04-08,1.0
PICHINCHA,2018-W14,2018,14,2018-04-08,1.0
CHIMBORAZO,2018-W15,2018,15,2018-04-15,1.0
EL ORO,2018-W15,2018,15,2018-04-15,1.0
ESMERALDAS,2018-W15,2018,15,2018-04-15,1.0
GUAYAS,2018-W15,2018,15,2018-04-15,3.0
LOS RIOS,2018-W15,2018,15,2018-04-15,1.0
MANABI,2018-W15,2018,15,2018-04-15,4.0
MORONA SANTIAGO,2018-W15,2018,15,2018-04-15,3.0
NAPO,2018-W15,2018,15,2018-04-15,3.0
ORELLANA,2018-W15,2018,15,2018-04-15,2.0
PICHINCHA,2018-W15,2018,15,2018-04-15,1.0
EL ORO,2018-W16,2018,16,2018-04-22,1.0
ESMERALDAS,2018-W16,2018,16,2018-04-22,3.0
GALAPAGOS,2018-W16,2018,16,2018-04-22,1.0
GUAYAS,2018-W16,2018,16,2018-04-22,3.0
LOS RIOS,2018-W16,2018,16,2018-04-22,3.0
MANABI,2018-W16,2018,16,2018-04-22,3.0
MORONA SANTIAGO,2018-W16,2018,16,2018-04-22,1.0
NAPO,2018-W16,2018,16,2018-04-22,1.0
ORELLANA,2018-W16,2018,16,2018-04-22,1.0
SUCUMBIOS,2018-W16,2018,16,2018-04-22,1.0
CHIMBORAZO,2018-W17,2018,17,2018-04-29,1.0
EL ORO,2018-W17,2018,17,2018-04-29,5.0
ESMERALDAS,2018-W17,2018,17,2018-04-29,1.0
GUAYAS,2018-W17,2018,17,2018-04-29,6.0
LOS RIOS,2018-W17,2018,17,2018-04-29,1.0
MANABI,2018-W17,2018,17,2018-04-29,3.0
MORONA SANTIAGO,2018-W17,2018,17,2018-04-29,1.0
NAPO,2018-W17,2018,17,2018-04-29,3.0
ORELLANA,2018-W17,2018,17,2018-04-29,1.0
PICHINCHA,2018-W17,2018,17,2018-04-29,1.0
AZUAY,2018-W18,2018,18,2018-05-06,1.0
CANAR,2018-W18,2018,18,2018-05-06,1.0
EL ORO,2018-W18,2018,18,2018-05-06,3.0
ESMERALDAS,2018-W18,2018,18,2018-05-06,1.0
GUAYAS,2018-W18,2018,18,2018-05-06,1.0
LOS RIOS,2018-W18,2018,18,2018-05-06,1.0
MANABI,2018-W18,2018,18,2018-05-06,3.0
MORONA SANTIAGO,2018-W18,2018,18,2018-05-06,3.0
NAPO,2018-W18,2018,18,2018-05-06,1.0
ORELLANA,2018-W18,2018,18,2018-05-06,1.0
PICHINCHA,2018-W18,2018,18,2018-05-06,1.0
ZAMORA CHINCHIPE,2018-W18,2018,18,2018-05-06,1.0
COTOPAXI,2018-W19,2018,19,2018-05-13,1.0
EL ORO,2018-W19,2018,19,2018-05-13,1.0
ESMERALDAS,2018-W19,2018,19,2018-05-13,1.0
GALAPAGOS,2018-W19,2018,19,2018-05-13,1.0
GUAYAS,2018-W19,2018,19,2018-05-13,1.0
LOS RIOS,2018-W19,2018,19,2018-05-13,1.0
MANABI,2018-W19,2018,19,2018-05-13,3.0
MORONA SANTIAGO,2018-W19,2018,19,2018-05-13,3.0
NAPO,2018-W19,2018,19,2018-05-13,1.0
ORELLANA,2018-W19,2018,19,2018-05-13,1.0
PICHINCHA,2018-W19,2018,19,2018-05-13,1.0
SUCUMBIOS,2018-W19,2018,19,2018-05-13,1.0
AZUAY,2018-W20,2018,20,2018-05-20,1.0
CANAR,2018-W20,2018,20,2018-05-20,1.0
EL ORO,2018-W20,2018,20,2018-05-20,3.0
ESMERALDAS,2018-W20,2018,20,2018-05-20,3.0
GUAYAS,2018-W20,2018,20,2018-05-20,1.0
LOS RIOS,2018-W20,2018,20,2018-05-20,1.0
MANABI,2018-W20,2018,20,2018-05-20,3.0
MORONA SANTIAGO,2018-W20,2018,20,2018-05-20,3.0
NAPO,2018-W20,2018,20,2018-05-20,6.0
ORELLANA,2018-W20,2018,20,2018-05-20,1.0
PICHINCHA,2018-W20,2018,20,2018-05-20,1.0
SUCUMBIOS,2018-W20,2018,20,2018-05-20,1.0
TUNGURAHUA,2018-W20,2018,20,2018-05-20,1.0
CHIMBORAZO,2018-W21,2018,21,2018-05-27,1.0
AZUAY,2018-W21,2018,21,2018-05-27,1.0
EL ORO,2018-W21,2018,21,2018-05-27,6.0
ESMERALDAS,2018-W21,2018,21,2018-05-27,3.0
GALAPAGOS,2018-W21,2018,21,2018-05-27,1.0
GUAYAS,2018-W21,2018,21,2018-05-27,1.0
LOS RIOS,2018-W21,2018,21,2018-05-27,1.0
MANABI,2018-W21,2018,21,2018-05-27,3.0
MORONA SANTIAGO,2018-W21,2018,21,2018-05-27,11.0
NAPO,2018-W21,2018,21,2018-05-27,1.0
ORELLANA,2018-W21,2018,21,2018-05-27,1.0
PICHINCHA,2018-W21,2018,21,2018-05-27,1.0
SUCUMBIOS,2018-W21,2018,21,2018-05-27,1.0
CHIMBORAZO,2018-W22,2018,22,2018-06-03,1.0
AZUAY,2018-W22,2018,22,2018-06-03,1.0
EL ORO,2018-W22,2018,22,2018-06-03,3.0
ESMERALDAS,2018-W22,2018,22,2018-06-03,1.0
GALAPAGOS,2018-W22,2018,22,2018-06-03,1.0
GUAYAS,2018-W22,2018,22,2018-06-03,3.0
LOS RIOS,2018-W22,2018,22,2018-06-03,1.0
MANABI,2018-W22,2018,22,2018-06-03,3.0
MORONA SANTIAGO,2018-W22,2018,22,2018-06-03,3.0
ORELLANA,2018-W22,2018,22,2018-06-03,1.0
PICHINCHA,2018-W22,2018,22,2018-06-03,1.0
SUCUMBIOS,2018-W22,2018,22,2018-06-03,1.0
CANAR,2018-W23,2018,23,2018-06-10,1.0
EL ORO,2018-W23,2018,23,2018-06-10,1.0
ESMERALDAS,2018-W23,2018,23,2018-06-10,1.0
GUAYAS,2018-W23,2018,23,2018-06-10,3.0
LOJA,2018-W23,2018,23,2018-06-10,1.0
LOS RIOS,2018-W23,2018,23,2018-06-10,1.0
MANABI,2018-W23,2018,23,2018-06-10,1.0
MORONA SANTIAGO,2018-W23,2018,23,2018-06-10,3.0
NAPO,2018-W23,2018,23,2018-06-10,3.0
ORELLANA,2018-W23,2018,23,2018-06-10,3.0
PICHINCHA,2018-W23,2018,23,2018-06-10,1.0
EL ORO,2018-W24,2018,24,2018-06-17,1.0
ESMERALDAS,2018-W24,2018,24,2018-06-17,3.0
GALAPAGOS,2018-W24,2018,24,2018-06-17,2.0
GUAYAS,2018-W24,2018,24,2018-06-17,3.0
LOJA,2018-W24,2018,24,2018-06-17,1.0
LOS RIOS,2018-W24,2018,24,2018-06-17,1.0
MANABI,2018-W24,2018,24,2018-06-17,1.0
MORONA SANTIAGO,2018-W24,2018,24,2018-06-17,3.0
NAPO,2018-W24,2018,24,2018-06-17,1.0
ORELLANA,2018-W24,2018,24,2018-06-17,1.0
PICHINCHA,2018-W24,2018,24,2018-06-17,1.0
SUCUMBIOS,2018-W24,2018,24,2018-06-17,1.0
ZAMORA CHINCHIPE,2018-W24,2018,24,2018-06-17,1.0
AZUAY,2018-W25,2018,25,2018-06-24,1.0
CANAR,2018-W25,2018,25,2018-06-24,1.0
EL ORO,2018-W25,2018,25,2018-06-24,6.0
ESMERALDAS,2018-W25,2018,25,2018-06-24,1.0
GUAYAS,2018-W25,2018,25,2018-06-24,1.0
LOJA,2018-W25,2018,25,2018-06-24,1.0
LOS RIOS,2018-W25,2018,25,2018-06-24,1.0
MANABI,2018-W25,2018,25,2018-06-24,5.0
MORONA SANTIAGO,2018-W25,2018,25,2018-06-24,3.0
NAPO,2018-W25,2018,25,2018-06-24,1.0
ORELLANA,2018-W25,2018,25,2018-06-24,1.0
PICHINCHA,2018-W25,2018,25,2018-06-24,3.0
EL ORO,2018-W26,2018,26,2018-07-01,1.0
ESMERALDAS,2018-W26,2018,26,2018-07-01,6.0
GUAYAS,2018-W26,2018,26,2018-07-01,1.0
LOJA,2018-W26,2018,26,2018-07-01,1.0
LOS RIOS,2018-W26,2018,26,2018-07-01,1.0
MANABI,2018-W26,2018,26,2018-07-01,3.0
MORONA SANTIAGO,2018-W26,2018,26,2018-07-01,1.0
NAPO,2018-W26,2018,26,2018-07-01,1.0
ORELLANA,2018-W26,2018,26,2018-07-01,1.0
SUCUMBIOS,2018-W26,2018,26,2018-07-01,1.0
ZAMORA CHINCHIPE,2018-W26,2018,26,2018-07-01,1.0
EL ORO,2018-W27,2018,27,2018-07-08,1.0
ESMERALDAS,2018-W27,2018,27,2018-07-08,6.0
GUAYAS,2018-W27,2018,27,2018-07-08,1.0
LOJA,2018-W27,2018,27,2018-07-08,3.0
LOS RIOS,2018-W27,2018,27,2018-07-08,1.0
MANABI,2018-W27,2018,27,2018-07-08,3.0
MORONA SANTIAGO,2018-W27,2018,27,2018-07-08,1.0
NAPO,2018-W27,2018,27,2018-07-08,1.0
ORELLANA,2018-W27,2018,27,2018-07-08,1.0
PICHINCHA,2018-W27,2018,27,2018-07-08,1.0
SUCUMBIOS,2018-W27,2018,27,2018-07-08,5.0
ZAMORA CHINCHIPE,2018-W27,2018,27,2018-07-08,1.0
AZUAY,2018-W28,2018,28,2018-07-15,1.0
ESMERALDAS,2018-W28,2018,28,2018-07-15,1.0
GUAYAS,2018-W28,2018,28,2018-07-15,3.0
LOJA,2018-W28,2018,28,2018-07-15,1.0
LOS RIOS,2018-W28,2018,28,2018-07-15,1.0
MANABI,2018-W28,2018,28,2018-07-15,1.0
MORONA SANTIAGO,2018-W28,2018,28,2018-07-15,1.0
NAPO,2018-W28,2018,28,2018-07-15,1.0
ORELLANA,2018-W28,2018,28,2018-07-15,1.0
PICHINCHA,2018-W28,2018,28,2018-07-15,1.0
SUCUMBIOS,2018-W28,2018,28,2018-07-15,1.0
EL ORO,2018-W29,2018,29,2018-07-22,7.0
ESMERALDAS,2018-W29,2018,29,2018-07-22,6.0
