id,nombre,zona,fecha_corte,fecha_fin,duracion_horas,duracion_horas_num,pidio_almacenar,fuente,fuente_url,confianza,lat,lon,origen_lista
colinas-de-mapasingue-3,Colinas de Mapasingue 3,Norte,2025-06-27,2025-06-27,,,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-sectores-servicio-jueves-247974.html,B,,,sectores_ejemplo
samanes-i-v,Samanes I-V,Norte,2025-08-03,2025-08-03,,,,Expreso,https://www.expreso.ec/guayaquil/corte-de-agua-en-samanes-afecta-al-norte-de-guayaquil-252173.html,B,,,sectores_ejemplo
rio-sol,Rio Sol,Norte,2025-08-03,2025-08-03,,,,Expreso,https://www.expreso.ec/guayaquil/corte-de-agua-en-samanes-afecta-al-norte-de-guayaquil-252173.html,B,,,sectores_ejemplo
guayacanes,Guayacanes,Norte,2025-08-03,2025-08-03,,,,Expreso,https://www.expreso.ec/guayaquil/corte-de-agua-en-samanes-afecta-al-norte-de-guayaquil-252173.html,B,,,sectores_ejemplo
la-carolita,La Carolita,Norte,2025-08-03,2025-08-03,,,,Expreso,https://www.expreso.ec/guayaquil/corte-de-agua-en-samanes-afecta-al-norte-de-guayaquil-252173.html,B,,,sectores_ejemplo
km7-73,km7-73,via a la costa (60 areas),2025-08-30,2025-08-30,18,18,si,Expreso,https://www.expreso.ec/guayaquil/guayaquil-corte-agua-60-areas-via-la-costa-255129.html,B,,,sectores_ejemplo
portete-de-tarqui,Portete de Tarqui,via a la costa (60 areas),2025-08-30,2025-08-30,18,18,si,Expreso,https://www.expreso.ec/guayaquil/guayaquil-corte-agua-60-areas-via-la-costa-255129.html,B,,,sectores_ejemplo
puerto-azul,Puerto Azul,via a la costa (60 areas),2025-08-30,2025-08-30,18,18,si,Expreso,https://www.expreso.ec/guayaquil/guayaquil-corte-agua-60-areas-via-la-costa-255129.html,B,,,sectores_ejemplo
ciudad-olimpo,Ciudad Olimpo,via a la costa (60 areas),2025-08-30,2025-08-30,18,18,si,Expreso,https://www.expreso.ec/guayaquil/guayaquil-corte-agua-60-areas-via-la-costa-255129.html,B,,,sectores_ejemplo
chongon,Chongon,via a la costa (60 areas),2025-08-30,2025-08-30,18,18,si,Expreso,https://www.expreso.ec/guayaquil/guayaquil-corte-agua-60-areas-via-la-costa-255129.html,B,,,sectores_ejemplo
guayacanes,Guayacanes,Norte,2025-10-20,2025-10-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-de-agua-norte-de-guayaquil-estos-son-los-sectores-que-no-tendran-servicio-nota/,B,,,sectores_ejemplo
samanes,Samanes,Norte,2025-10-20,2025-10-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-de-agua-norte-de-guayaquil-estos-son-los-sectores-que-no-tendran-servicio-nota/,B,,,sectores_ejemplo
alborada-13,Alborada 13,Norte,2025-10-20,2025-10-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-de-agua-norte-de-guayaquil-estos-son-los-sectores-que-no-tendran-servicio-nota/,B,,,sectores_ejemplo
union-civica,Union Civica,Norte,2025-10-20,2025-10-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-de-agua-norte-de-guayaquil-estos-son-los-sectores-que-no-tendran-servicio-nota/,B,,,sectores_ejemplo
rio-sol,Rio Sol,Norte,2025-10-20,2025-10-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-de-agua-norte-de-guayaquil-estos-son-los-sectores-que-no-tendran-servicio-nota/,B,,,sectores_ejemplo
guasmo,Guasmo,Sur,2026-02-08,2026-02-08,11-16,13.5,si,Primicias,https://www.primicias.ec/guayaquil/corte-agua-guayaquil-horarios-sectores-donde-cortes-domingo-interagua-115356/,B,,,sectores_ejemplo
isla-trinitaria,Isla Trinitaria,Sur,2026-02-08,2026-02-08,11-16,13.5,si,Primicias,https://www.primicias.ec/guayaquil/corte-agua-guayaquil-horarios-sectores-donde-cortes-domingo-interagua-115356/,B,,,sectores_ejemplo
cristo-del-consuelo,Cristo del Consuelo,Sur,2026-02-08,2026-02-08,11-16,13.5,si,Primicias,https://www.primicias.ec/guayaquil/corte-agua-guayaquil-horarios-sectores-donde-cortes-domingo-interagua-115356/,B,,,sectores_ejemplo
la-floresta,La Floresta,Sur,2026-02-08,2026-02-08,11-16,13.5,si,Primicias,https://www.primicias.ec/guayaquil/corte-agua-guayaquil-horarios-sectores-donde-cortes-domingo-interagua-115356/,B,,,sectores_ejemplo
fertisa,Fertisa,Sur,2026-02-08,2026-02-08,11-16,13.5,si,Primicias,https://www.primicias.ec/guayaquil/corte-agua-guayaquil-horarios-sectores-donde-cortes-domingo-interagua-115356/,B,,,sectores_ejemplo
las-malvinas,Las Malvinas,Sur,2026-02-08,2026-02-08,11-16,13.5,si,Primicias,https://www.primicias.ec/guayaquil/corte-agua-guayaquil-horarios-sectores-donde-cortes-domingo-interagua-115356/,B,,,sectores_ejemplo
coviem,Coviem,Sur,2026-04-14,2026-04-14,8,8,si,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-guayaquil-sur-interagua-trabajos-fuga-acueducto-coviem-120370/,B,,,sectores_ejemplo
los-esteros,Los Esteros,Sur,2026-04-14,2026-04-14,8,8,si,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-guayaquil-sur-interagua-trabajos-fuga-acueducto-coviem-120370/,B,,,sectores_ejemplo
fertisa,Fertisa,Sur,2026-04-14,2026-04-14,8,8,si,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-guayaquil-sur-interagua-trabajos-fuga-acueducto-coviem-120370/,B,,,sectores_ejemplo
floresta,Floresta,Sur,2026-04-14,2026-04-14,8,8,si,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-guayaquil-sur-interagua-trabajos-fuga-acueducto-coviem-120370/,B,,,sectores_ejemplo
guasmo,Guasmo,Sur,2026-04-14,2026-04-14,8,8,si,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-guayaquil-sur-interagua-trabajos-fuga-acueducto-coviem-120370/,B,,,sectores_ejemplo
mucho-lote-i-ii,Mucho Lote I/II,Norte,2026-04-18,2026-04-19,12,12,,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-bastion-villa-espana-via-daule-18y19abril-horarios-interagua-120568/,B,,,sectores_ejemplo
villa-espana,Villa España,Norte,2026-04-18,2026-04-19,12,12,,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-bastion-villa-espana-via-daule-18y19abril-horarios-interagua-120568/,B,,,sectores_ejemplo
bastion,Bastion,Norte,2026-04-18,2026-04-19,12,12,,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-bastion-villa-espana-via-daule-18y19abril-horarios-interagua-120568/,B,,,sectores_ejemplo
la-perla,La Perla,Norte,2026-04-18,2026-04-19,12,12,,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-bastion-villa-espana-via-daule-18y19abril-horarios-interagua-120568/,B,,,sectores_ejemplo
via-a-daule-km14-26,via a Daule km14-26,Norte,2026-04-18,2026-04-19,12,12,,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-bastion-villa-espana-via-daule-18y19abril-horarios-interagua-120568/,B,,,sectores_ejemplo
anillo-pascuales,anillo Pascuales,Norte,2026-04-18,2026-04-19,12,12,,Primicias,https://www.primicias.ec/guayaquil/cortes-agua-bastion-villa-espana-via-daule-18y19abril-horarios-interagua-120568/,B,,,sectores_ejemplo
coviem,Coviem,Sur,2026-05-02,2026-05-03,8,8,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-sur-guayaquil-extendio-3-mayo-dice-interagua-280792.html,B,,,sectores_ejemplo
los-esteros,Los Esteros,Sur,2026-05-02,2026-05-03,8,8,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-sur-guayaquil-extendio-3-mayo-dice-interagua-280792.html,B,,,sectores_ejemplo
fertisa,Fertisa,Sur,2026-05-02,2026-05-03,8,8,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-sur-guayaquil-extendio-3-mayo-dice-interagua-280792.html,B,,,sectores_ejemplo
valdivia,Valdivia,Sur,2026-05-02,2026-05-03,8,8,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-sur-guayaquil-extendio-3-mayo-dice-interagua-280792.html,B,,,sectores_ejemplo
guasmo,Guasmo,Sur,2026-05-02,2026-05-03,8,8,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-sur-guayaquil-extendio-3-mayo-dice-interagua-280792.html,B,,,sectores_ejemplo
sauces-2-4-7-9,Sauces 2/4/7/9,Norte,2026-08-21,2026-08-22,9,9,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-son-sectores-afectados-293186.html,B,,,sectores_ejemplo
acuarela-del-rio,Acuarela del Rio,Norte,2026-08-21,2026-08-22,9,9,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-son-sectores-afectados-293186.html,B,,,sectores_ejemplo
brisas-del-rio,Brisas del Rio,Norte,2026-08-21,2026-08-22,9,9,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-son-sectores-afectados-293186.html,B,,,sectores_ejemplo
terminal-terrestre,Terminal Terrestre,Norte,2026-08-21,2026-08-22,9,9,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-son-sectores-afectados-293186.html,B,,,sectores_ejemplo
metrovia,Metrovia,Norte,2026-08-21,2026-08-22,9,9,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-son-sectores-afectados-293186.html,B,,,sectores_ejemplo
los-vergeles-y-alrededores,Los Vergeles y alrededores,Norte,2026-08-29,2026-08-29,,,,El Universo,https://www.eluniverso.com/deportes/futbol/interagua-identifica-dano-en-tuberia-de-acueducto-de-600-mm-a-la-altura-de-los-vergeles-nota/,B,,,sectores_ejemplo
