id,nombre,zona,fecha_corte,fecha_fin,duracion_horas,duracion_horas_num,pidio_almacenar,fuente,fuente_url,confianza,lat,lon,origen_lista
dona-bertha,Doña Bertha,Norte,2023-09-19,2023-09-22,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/samanes-y-ciudadelas-de-via-a-la-costa-tendran-cortes-de-agua-entre-el-19-y-22-de-septiembre-nota/,B,,,sectores_ejemplo
vergeles,Vergeles,Norte,2023-09-19,2023-09-22,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/samanes-y-ciudadelas-de-via-a-la-costa-tendran-cortes-de-agua-entre-el-19-y-22-de-septiembre-nota/,B,,,sectores_ejemplo
samanes-1,Samanes 1,Norte,2023-09-19,2023-09-22,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/samanes-y-ciudadelas-de-via-a-la-costa-tendran-cortes-de-agua-entre-el-19-y-22-de-septiembre-nota/,B,,,sectores_ejemplo
laguna-club,Laguna Club,Norte,2023-09-19,2023-09-22,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/samanes-y-ciudadelas-de-via-a-la-costa-tendran-cortes-de-agua-entre-el-19-y-22-de-septiembre-nota/,B,,,sectores_ejemplo
montebello,Montebello,Norte,2023-09-19,2023-09-22,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/samanes-y-ciudadelas-de-via-a-la-costa-tendran-cortes-de-agua-entre-el-19-y-22-de-septiembre-nota/,B,,,sectores_ejemplo
albatros,Albatros,Norte,2023-09-19,2023-09-22,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/samanes-y-ciudadelas-de-via-a-la-costa-tendran-cortes-de-agua-entre-el-19-y-22-de-septiembre-nota/,B,,,sectores_ejemplo
guayaquil-ii,Guayaquil II,Norte/Centro/Sur,2023-10-16,2023-10-20,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-16-y-20-de-octubre-por-trabajos-de-interagua-nota/,B,,,sectores_ejemplo
mucho-lote-ii,Mucho Lote II,Norte/Centro/Sur,2023-10-16,2023-10-20,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-16-y-20-de-octubre-por-trabajos-de-interagua-nota/,B,,,sectores_ejemplo
derecho-de-los-pobres,Derecho de los Pobres,Norte/Centro/Sur,2023-10-16,2023-10-20,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-16-y-20-de-octubre-por-trabajos-de-interagua-nota/,B,,,sectores_ejemplo
mapasingue-oeste,Mapasingue Oeste,Norte/Centro/Sur,2023-10-16,2023-10-20,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-16-y-20-de-octubre-por-trabajos-de-interagua-nota/,B,,,sectores_ejemplo
urbanor,Urbanor,Norte,2023-11-14,2023-11-17,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-agua-guayaquil-horarios-sectores/,B,,,sectores_ejemplo
lomas-de-urdesa,Lomas de Urdesa,Norte,2023-11-14,2023-11-17,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-agua-guayaquil-horarios-sectores/,B,,,sectores_ejemplo
paz-y-amor,Paz y Amor,Norte,2023-11-14,2023-11-17,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-agua-guayaquil-horarios-sectores/,B,,,sectores_ejemplo
parroquia-sucre,parroquia Sucre,Norte,2023-11-14,2023-11-17,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-agua-guayaquil-horarios-sectores/,B,,,sectores_ejemplo
km9-5-via-daule,km9.5 via Daule,Norte/Centro/Sur,2023-11-24,2023-11-25,22,22,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-de-agua-afectara-por-22-horas-a-mas-del-35-de-guayaquil-cambio-de-valvulas-de-acueducto-este-24-y-25-de-noviembre-nota/,B,,,sectores_ejemplo
fuerte-militar-huancavilca-quinto-guayas,Fuerte Militar Huancavilca (Quinto Guayas),Norte/Centro/Sur,2023-11-24,2023-11-25,22,22,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-de-agua-afectara-por-22-horas-a-mas-del-35-de-guayaquil-cambio-de-valvulas-de-acueducto-este-24-y-25-de-noviembre-nota/,B,,,sectores_ejemplo
coop-renacer,coop Renacer,Norte/Centro/Sur,2023-11-28,2023-12-02,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/por-trabajos-programados-de-interagua-mas-de-60-sectores-de-guayaquil-se-quedaran-sin-agua-entre-el-28-de-noviembre-y-2-de-diciembre-nota/,B,,,sectores_ejemplo
los-girasoles,Los Girasoles,Norte/Centro/Sur,2023-11-28,2023-12-02,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/por-trabajos-programados-de-interagua-mas-de-60-sectores-de-guayaquil-se-quedaran-sin-agua-entre-el-28-de-noviembre-y-2-de-diciembre-nota/,B,,,sectores_ejemplo
el-cisne,El Cisne,Norte/Centro/Sur,2023-11-28,2023-12-02,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/por-trabajos-programados-de-interagua-mas-de-60-sectores-de-guayaquil-se-quedaran-sin-agua-entre-el-28-de-noviembre-y-2-de-diciembre-nota/,B,,,sectores_ejemplo
vergeles,Vergeles,Norte/Centro/Sur,2023-11-28,2023-12-02,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/por-trabajos-programados-de-interagua-mas-de-60-sectores-de-guayaquil-se-quedaran-sin-agua-entre-el-28-de-noviembre-y-2-de-diciembre-nota/,B,,,sectores_ejemplo
montebello,Montebello,Norte/Centro/Sur,2023-11-28,2023-12-02,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/por-trabajos-programados-de-interagua-mas-de-60-sectores-de-guayaquil-se-quedaran-sin-agua-entre-el-28-de-noviembre-y-2-de-diciembre-nota/,B,,,sectores_ejemplo
bastion-popular-7-11,Bastion Popular 7-11,Norte/Centro/Sur,2024-01-03,2024-01-05,4-10,7,si,Vistazo,https://www.vistazo.com/actualidad/nacional/cortes-de-agua-en-guayaquil-varios-sectores-estaran-afectados-entre-el-3-y-5-de-enero-LE6565184,B,,,sectores_ejemplo
jardines-del-salado,Jardines del Salado,Norte/Centro/Sur,2024-01-03,2024-01-05,4-10,7,si,Vistazo,https://www.vistazo.com/actualidad/nacional/cortes-de-agua-en-guayaquil-varios-sectores-estaran-afectados-entre-el-3-y-5-de-enero-LE6565184,B,,,sectores_ejemplo
portete-de-tarqui,Portete de Tarqui,Norte/Centro/Sur,2024-01-03,2024-01-05,4-10,7,si,Vistazo,https://www.vistazo.com/actualidad/nacional/cortes-de-agua-en-guayaquil-varios-sectores-estaran-afectados-entre-el-3-y-5-de-enero-LE6565184,B,,,sectores_ejemplo
los-ceibos,Los Ceibos,Norte/Centro/Sur,2024-01-03,2024-01-05,4-10,7,si,Vistazo,https://www.vistazo.com/actualidad/nacional/cortes-de-agua-en-guayaquil-varios-sectores-estaran-afectados-entre-el-3-y-5-de-enero-LE6565184,B,,,sectores_ejemplo
covirse,Covirse,Norte/Centro/Sur,2024-01-03,2024-01-05,4-10,7,si,Vistazo,https://www.vistazo.com/actualidad/nacional/cortes-de-agua-en-guayaquil-varios-sectores-estaran-afectados-entre-el-3-y-5-de-enero-LE6565184,B,,,sectores_ejemplo
psiquiatrico-lorenzo-ponce,Psiquiatrico Lorenzo Ponce,Norte,2024-01-08,2024-01-13,4-8,6,si,Expreso,https://www.expreso.ec/guayaquil/sectores-quedan-agua-8-13-enero-interagua-185098.html,B,,,sectores_ejemplo
29-de-junio,29 de Junio,Norte,2024-01-08,2024-01-13,4-8,6,si,Expreso,https://www.expreso.ec/guayaquil/sectores-quedan-agua-8-13-enero-interagua-185098.html,B,,,sectores_ejemplo
los-geranios,Los Geranios,Norte,2024-01-08,2024-01-13,4-8,6,si,Expreso,https://www.expreso.ec/guayaquil/sectores-quedan-agua-8-13-enero-interagua-185098.html,B,,,sectores_ejemplo
las-orquideas,Las Orquideas,Norte,2024-01-08,2024-01-13,4-8,6,si,Expreso,https://www.expreso.ec/guayaquil/sectores-quedan-agua-8-13-enero-interagua-185098.html,B,,,sectores_ejemplo
la-atarazana,La Atarazana,Norte,2024-01-08,2024-01-13,4-8,6,si,Expreso,https://www.expreso.ec/guayaquil/sectores-quedan-agua-8-13-enero-interagua-185098.html,B,,,sectores_ejemplo
bastion-popular,Bastion Popular,Norte,2024-01-08,2024-01-13,4-8,6,si,Expreso,https://www.expreso.ec/guayaquil/sectores-quedan-agua-8-13-enero-interagua-185098.html,B,,,sectores_ejemplo
unidos-venceremos,Unidos Venceremos,Norte,2024-01-16,2024-01-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-sectores-de-guayaquil-tendran-cortes-de-agua-entre-el-17-y-20-de-enero-nota/,B,,,sectores_ejemplo
flor-de-bastion,Flor de Bastion,Norte,2024-01-16,2024-01-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-sectores-de-guayaquil-tendran-cortes-de-agua-entre-el-17-y-20-de-enero-nota/,B,,,sectores_ejemplo
balerio-estacio,Balerio Estacio,Norte,2024-01-16,2024-01-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-sectores-de-guayaquil-tendran-cortes-de-agua-entre-el-17-y-20-de-enero-nota/,B,,,sectores_ejemplo
samanes-1-2-6,Samanes 1/2/6,Norte,2024-01-16,2024-01-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-sectores-de-guayaquil-tendran-cortes-de-agua-entre-el-17-y-20-de-enero-nota/,B,,,sectores_ejemplo
bastion-popular,Bastion Popular,Norte,2024-01-16,2024-01-20,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-sectores-de-guayaquil-tendran-cortes-de-agua-entre-el-17-y-20-de-enero-nota/,B,,,sectores_ejemplo
puerto-lisa,Puerto Lisa,Sur,2024-01-22,2024-01-26,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-22-y-26-de-enero-interagua-nota/,B,,,sectores_ejemplo
suburbio,suburbio,Sur,2024-01-22,2024-01-26,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-22-y-26-de-enero-interagua-nota/,B,,,sectores_ejemplo
moran-valverde,Moran Valverde,Sur,2024-01-22,2024-01-26,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-22-y-26-de-enero-interagua-nota/,B,,,sectores_ejemplo
puerto-azul,Puerto Azul,Sur,2024-01-22,2024-01-26,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-22-y-26-de-enero-interagua-nota/,B,,,sectores_ejemplo
portofino,Portofino,Sur,2024-01-22,2024-01-26,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-22-y-26-de-enero-interagua-nota/,B,,,sectores_ejemplo
casa-club,Casa Club,Sur,2024-01-22,2024-01-26,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/cortes-de-agua-entre-el-22-y-26-de-enero-interagua-nota/,B,,,sectores_ejemplo
terra-nostra,Terra Nostra,via a la costa,2024-03-02,2024-03-02,6,6,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/via-a-la-costa-corte-de-agua-de-seis-horas-por-trabajos-en-subestacion-nota/,B,,,sectores_ejemplo
ciudad-olimpo,Ciudad Olimpo,via a la costa,2024-03-02,2024-03-02,6,6,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/via-a-la-costa-corte-de-agua-de-seis-horas-por-trabajos-en-subestacion-nota/,B,,,sectores_ejemplo
chongon,Chongon,via a la costa,2024-03-02,2024-03-02,6,6,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/via-a-la-costa-corte-de-agua-de-seis-horas-por-trabajos-en-subestacion-nota/,B,,,sectores_ejemplo
progreso,Progreso,via a la costa,2024-03-02,2024-03-02,6,6,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/via-a-la-costa-corte-de-agua-de-seis-horas-por-trabajos-en-subestacion-nota/,B,,,sectores_ejemplo
mamey,Mamey,via a la costa,2024-03-02,2024-03-02,6,6,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/via-a-la-costa-corte-de-agua-de-seis-horas-por-trabajos-en-subestacion-nota/,B,,,sectores_ejemplo
los-ceibos,Los Ceibos,Norte,2024-03-17,2024-03-18,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/agua-potable-corte-norte-guayaquil/,B,,,sectores_ejemplo
colinas-de-los-ceibos,Colinas de Los Ceibos,Norte,2024-03-17,2024-03-18,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/agua-potable-corte-norte-guayaquil/,B,,,sectores_ejemplo
ceibos-norte,Ceibos Norte,Norte,2024-03-17,2024-03-18,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/agua-potable-corte-norte-guayaquil/,B,,,sectores_ejemplo
ceibos-altos,Ceibos Altos,Norte,2024-03-17,2024-03-18,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/agua-potable-corte-norte-guayaquil/,B,,,sectores_ejemplo
los-corales,Los Corales,Norte,2024-03-17,2024-03-18,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/agua-potable-corte-norte-guayaquil/,B,,,sectores_ejemplo
mapasingue,Mapasingue,noroeste/zonas altas,2024-04-17,2024-04-19,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-luz-escasez-agua-interagua/,B,,,sectores_ejemplo
pancho-jacome,Pancho Jacome,noroeste/zonas altas,2024-04-17,2024-04-19,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-luz-escasez-agua-interagua/,B,,,sectores_ejemplo
colinas-del-hipodromo,Colinas del Hipodromo,noroeste/zonas altas,2024-04-17,2024-04-19,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-luz-escasez-agua-interagua/,B,,,sectores_ejemplo
9-de-enero,9 de Enero,noroeste/zonas altas,2024-04-17,2024-04-19,,,si,Primicias,https://www.primicias.ec/noticias/guayaquil/cortes-luz-escasez-agua-interagua/,B,,,sectores_ejemplo
cdla-bolivariana,cdla. Bolivariana,centro,2024-05-03,2024-05-04,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-agua-sectores-guayaquil-interagua-reparacion-fuga-nota/,B,,,sectores_ejemplo
barrio-orellana,barrio Orellana,centro,2024-05-03,2024-05-04,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-agua-sectores-guayaquil-interagua-reparacion-fuga-nota/,B,,,sectores_ejemplo
tarqui,Tarqui,centro,2024-05-03,2024-05-04,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-agua-sectores-guayaquil-interagua-reparacion-fuga-nota/,B,,,sectores_ejemplo
garay,Garay,centro,2024-05-03,2024-05-04,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-agua-sectores-guayaquil-interagua-reparacion-fuga-nota/,B,,,sectores_ejemplo
puerto-lisa,Puerto Lisa,centro,2024-05-03,2024-05-04,,,,El Universo,https://www.eluniverso.com/guayaquil/comunidad/corte-agua-sectores-guayaquil-interagua-reparacion-fuga-nota/,B,,,sectores_ejemplo
oporto,Oporto,via a la costa,2024-06-11,2024-06-12,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/corte-agua-potable-via-costa-interagua-12junio/,B,,,sectores_ejemplo
costalmar-2,Costalmar 2,via a la costa,2024-06-11,2024-06-12,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/corte-agua-potable-via-costa-interagua-12junio/,B,,,sectores_ejemplo
chongon,Chongon,via a la costa,2024-06-11,2024-06-12,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/corte-agua-potable-via-costa-interagua-12junio/,B,,,sectores_ejemplo
valle-alto,Valle Alto,via a la costa,2024-06-11,2024-06-12,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/corte-agua-potable-via-costa-interagua-12junio/,B,,,sectores_ejemplo
km14-5-70,km14.5-70,via a la costa,2024-06-11,2024-06-12,,,,Primicias,https://www.primicias.ec/noticias/guayaquil/corte-agua-potable-via-costa-interagua-12junio/,B,,,sectores_ejemplo
la-chala,La Chala,Sur,2024-08-31,2024-08-31,18,18,si,Teleamazonas,https://www.teleamazonas.com/sin-agua-guayaquil-31-agosto/,B,,,sectores_ejemplo
letamendi,Letamendi,Sur,2024-08-31,2024-08-31,18,18,si,Teleamazonas,https://www.teleamazonas.com/sin-agua-guayaquil-31-agosto/,B,,,sectores_ejemplo
febres-cordero,Febres Cordero,Sur,2024-08-31,2024-08-31,18,18,si,Teleamazonas,https://www.teleamazonas.com/sin-agua-guayaquil-31-agosto/,B,,,sectores_ejemplo
suburbio,Suburbio,Sur,2024-08-31,2024-08-31,18,18,si,Teleamazonas,https://www.teleamazonas.com/sin-agua-guayaquil-31-agosto/,B,,,sectores_ejemplo
girasol,Girasol,Sur,2024-08-31,2024-08-31,18,18,si,Teleamazonas,https://www.teleamazonas.com/sin-agua-guayaquil-31-agosto/,B,,,sectores_ejemplo
febres-cordero,Febres Cordero,Sur,2024-09-27,2024-09-28,12,12,si,El Universo,https://www.eluniverso.com/guayaquil/interagua-anuncia-corte-de-agua-durante-12-horas-para-este-fin-de-semana-nota/,B,,,sectores_ejemplo
letamendi,Letamendi,Sur,2024-09-27,2024-09-28,12,12,si,El Universo,https://www.eluniverso.com/guayaquil/interagua-anuncia-corte-de-agua-durante-12-horas-para-este-fin-de-semana-nota/,B,,,sectores_ejemplo
batallon-del-suburbio,Batallon del Suburbio,Sur,2024-09-27,2024-09-28,12,12,si,El Universo,https://www.eluniverso.com/guayaquil/interagua-anuncia-corte-de-agua-durante-12-horas-para-este-fin-de-semana-nota/,B,,,sectores_ejemplo
cisne-1-2,Cisne 1-2,Sur,2024-09-27,2024-09-28,12,12,si,El Universo,https://www.eluniverso.com/guayaquil/interagua-anuncia-corte-de-agua-durante-12-horas-para-este-fin-de-semana-nota/,B,,,sectores_ejemplo
coop-11-de-enero,coop 11 de Enero,Sur,2024-09-27,2024-09-28,12,12,si,El Universo,https://www.eluniverso.com/guayaquil/interagua-anuncia-corte-de-agua-durante-12-horas-para-este-fin-de-semana-nota/,B,,,sectores_ejemplo
villa-bonita,Villa Bonita,noroeste/via a la costa,2024-10-22,2024-10-23,,,,Expreso,https://www.expreso.ec/guayaquil/agua-potable-fuga-ductos-villa-bonita-via-costa-218054.html,B,,,sectores_ejemplo
mi-lote,Mi Lote,noroeste/via a la costa,2024-10-22,2024-10-23,,,,Expreso,https://www.expreso.ec/guayaquil/agua-potable-fuga-ductos-villa-bonita-via-costa-218054.html,B,,,sectores_ejemplo
km13-5-70-via-costa,km13.5-70 via costa,noroeste/via a la costa,2024-10-22,2024-10-23,,,,Expreso,https://www.expreso.ec/guayaquil/agua-potable-fuga-ductos-villa-bonita-via-costa-218054.html,B,,,sectores_ejemplo
guangala,Guangala,Sur,2024-10-30,2024-10-30,,,,Vistazo,https://www.vistazo.com/actualidad/nacional/2024-10-30-cortes-agua-guayaquil-30-octubre-AB8232057,B,,,sectores_ejemplo
sopena,Sopena,Sur,2024-10-30,2024-10-30,,,,Vistazo,https://www.vistazo.com/actualidad/nacional/2024-10-30-cortes-agua-guayaquil-30-octubre-AB8232057,B,,,sectores_ejemplo
floresta,Floresta,Sur,2024-10-30,2024-10-30,,,,Vistazo,https://www.vistazo.com/actualidad/nacional/2024-10-30-cortes-agua-guayaquil-30-octubre-AB8232057,B,,,sectores_ejemplo
guasmo-norte,Guasmo Norte,Sur,2024-10-30,2024-10-30,,,,Vistazo,https://www.vistazo.com/actualidad/nacional/2024-10-30-cortes-agua-guayaquil-30-octubre-AB8232057,B,,,sectores_ejemplo
caraguay,Caraguay,Sur,2024-10-30,2024-10-30,,,,Vistazo,https://www.vistazo.com/actualidad/nacional/2024-10-30-cortes-agua-guayaquil-30-octubre-AB8232057,B,,,sectores_ejemplo
lomas-de-urdesa,Lomas de Urdesa,Norte,2024-11-07,2024-11-08,19,19,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-54-sectores-se-quedaran-sin-agua-por-19-de-horas-por-trabajos-programados-que-ejecutara-interagua-nota/,B,,,sectores_ejemplo
urdesa-norte-central,Urdesa Norte/Central,Norte,2024-11-07,2024-11-08,19,19,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-54-sectores-se-quedaran-sin-agua-por-19-de-horas-por-trabajos-programados-que-ejecutara-interagua-nota/,B,,,sectores_ejemplo
san-marino,San Marino,Norte,2024-11-07,2024-11-08,19,19,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-54-sectores-se-quedaran-sin-agua-por-19-de-horas-por-trabajos-programados-que-ejecutara-interagua-nota/,B,,,sectores_ejemplo
las-garzas,Las Garzas,Norte,2024-11-07,2024-11-08,19,19,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-54-sectores-se-quedaran-sin-agua-por-19-de-horas-por-trabajos-programados-que-ejecutara-interagua-nota/,B,,,sectores_ejemplo
centro,Centro,Norte,2024-11-07,2024-11-08,19,19,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/estos-54-sectores-se-quedaran-sin-agua-por-19-de-horas-por-trabajos-programados-que-ejecutara-interagua-nota/,B,,,sectores_ejemplo
km13-5-74,km13.5-74,via a la costa,2024-12-11,2024-12-11,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/guayaquil-servicio-de-agua-potable-se-interrumpe-en-via-a-la-costa-por-dano-en-acueducto-nota/,B,,,sectores_ejemplo
puerto-hondo,Puerto Hondo,via a la costa,2024-12-11,2024-12-11,,,si,El Universo,https://www.eluniverso.com/guayaquil/comunidad/guayaquil-servicio-de-agua-potable-se-interrumpe-en-via-a-la-costa-por-dano-en-acueducto-nota/,B,,,sectores_ejemplo
la-alborada,La Alborada,Norte,2025-02-10,2025-02-11,13-19,16,,Expreso,https://www.expreso.ec/guayaquil/corte-agua-alborada-tanqueros-debido-reparaciones-fuga-emergente-231246.html,B,,,sectores_ejemplo
sauces-4,Sauces 4,Norte,2025-02-10,2025-02-11,13-19,16,,Expreso,https://www.expreso.ec/guayaquil/corte-agua-alborada-tanqueros-debido-reparaciones-fuga-emergente-231246.html,B,,,sectores_ejemplo
urdesa-norte,Urdesa Norte,Norte,2025-03-16,2025-03-17,22,22,,Expreso,https://www.expreso.ec/guayaquil/frustracion-urdesa-norte-22-horas-agua-tanqueros-unica-solucion-guayaquil-aquiles-alvarez-235373.html,B,,,sectores_ejemplo
bellavista,Bellavista,Norte,2025-03-26,2025-03-26,,,,Expreso,https://www.expreso.ec/guayaquil/fugas-corte-agua-reparaciones-emergencia-incertidumbre-guayaquil-ciudadelas-norte-aquiles-alvarez-236545.html,B,,,sectores_ejemplo
sol-naciente,Sol Naciente,Norte,2025-03-26,2025-03-26,,,,Expreso,https://www.expreso.ec/guayaquil/fugas-corte-agua-reparaciones-emergencia-incertidumbre-guayaquil-ciudadelas-norte-aquiles-alvarez-236545.html,B,,,sectores_ejemplo
san-pedro,San Pedro,Norte,2025-03-26,2025-03-26,,,,Expreso,https://www.expreso.ec/guayaquil/fugas-corte-agua-reparaciones-emergencia-incertidumbre-guayaquil-ciudadelas-norte-aquiles-alvarez-236545.html,B,,,sectores_ejemplo
vista-alegre,Vista Alegre,Norte,2025-03-26,2025-03-26,,,,Expreso,https://www.expreso.ec/guayaquil/fugas-corte-agua-reparaciones-emergencia-incertidumbre-guayaquil-ciudadelas-norte-aquiles-alvarez-236545.html,B,,,sectores_ejemplo
mapasingue-este,Mapasingue Este,Norte,2025-03-26,2025-03-26,,,,Expreso,https://www.expreso.ec/guayaquil/fugas-corte-agua-reparaciones-emergencia-incertidumbre-guayaquil-ciudadelas-norte-aquiles-alvarez-236545.html,B,,,sectores_ejemplo
bellavista,Bellavista,Norte,2025-03-27,2025-03-27,,,,Expreso,https://www.expreso.ec/guayaquil/interagua-anuncia-corte-agua-bellavista-reparacion-fuga-236650.html,B,,,sectores_ejemplo
universidad-catolica,Universidad Catolica,Norte,2025-03-27,2025-03-27,,,,Expreso,https://www.expreso.ec/guayaquil/interagua-anuncia-corte-agua-bellavista-reparacion-fuga-236650.html,B,,,sectores_ejemplo
la-fuente,La Fuente,Norte,2025-03-27,2025-03-27,,,,Expreso,https://www.expreso.ec/guayaquil/interagua-anuncia-corte-agua-bellavista-reparacion-fuga-236650.html,B,,,sectores_ejemplo
san-pedro-lomas,San Pedro Lomas,Norte,2025-03-27,2025-03-27,,,,Expreso,https://www.expreso.ec/guayaquil/interagua-anuncia-corte-agua-bellavista-reparacion-fuga-236650.html,B,,,sectores_ejemplo
hermitage,Hermitage,Norte,2025-03-27,2025-03-27,,,,Expreso,https://www.expreso.ec/guayaquil/interagua-anuncia-corte-agua-bellavista-reparacion-fuga-236650.html,B,,,sectores_ejemplo
km13-5-74,km13.5-74,via a la costa,2025-05-23,2025-05-24,20,20,si,Ecuavisa,https://www.ecuavisa.com/guayaquil/corte-de-agua-en-guayaquil-estos-sectores-estaran-sin-servicio-entre-el-23-y-24-de-mayo-20250522-0103.html,B,,,sectores_ejemplo
parroquia-olmedo-la-chimenea,parroquia Olmedo (La Chimenea),via a la costa,2025-05-23,2025-05-24,20,20,si,Ecuavisa,https://www.ecuavisa.com/guayaquil/corte-de-agua-en-guayaquil-estos-sectores-estaran-sin-servicio-entre-el-23-y-24-de-mayo-20250522-0103.html,B,,,sectores_ejemplo
guasmos,Guasmos,Sur,2025-05-31,2025-05-31,,,si,Ecuavisa,https://www.ecuavisa.com/tema/agua-potable-t89677,B,,,sectores_ejemplo
isla-trinitaria,Isla Trinitaria,Sur,2025-05-31,2025-05-31,,,si,Ecuavisa,https://www.ecuavisa.com/tema/agua-potable-t89677,B,,,sectores_ejemplo
suburbio,suburbio,Sur,2025-05-31,2025-05-31,,,si,Ecuavisa,https://www.ecuavisa.com/tema/agua-potable-t89677,B,,,sectores_ejemplo
km13-5-74,km13.5-74,via a la costa,2025-06-14,2025-06-14,9,9,si,Vistazo,https://www.vistazo.com/actualidad/2025-06-13-corte-agua-sectores-via-a-la-costa-sabado-14-junio-IB9506785,B,,,sectores_ejemplo
terra-nostra,Terra Nostra,via a la costa,2025-06-14,2025-06-14,9,9,si,Vistazo,https://www.vistazo.com/actualidad/2025-06-13-corte-agua-sectores-via-a-la-costa-sabado-14-junio-IB9506785,B,,,sectores_ejemplo
costalmar,Costalmar,via a la costa,2025-06-14,2025-06-14,9,9,si,Vistazo,https://www.vistazo.com/actualidad/2025-06-13-corte-agua-sectores-via-a-la-costa-sabado-14-junio-IB9506785,B,,,sectores_ejemplo
chongon,Chongon,via a la costa,2025-06-14,2025-06-14,9,9,si,Vistazo,https://www.vistazo.com/actualidad/2025-06-13-corte-agua-sectores-via-a-la-costa-sabado-14-junio-IB9506785,B,,,sectores_ejemplo
corazon-de-la-patria,Corazon de la Patria,Norte,2025-06-27,2025-06-27,,,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-sectores-servicio-jueves-247974.html,B,,,sectores_ejemplo
jaime-roldos,Jaime Roldos,Norte,2025-06-27,2025-06-27,,,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-sectores-servicio-jueves-247974.html,B,,,sectores_ejemplo
brisas-de-mapasingue,Brisas de Mapasingue,Norte,2025-06-27,2025-06-27,,,si,Expreso,https://www.expreso.ec/guayaquil/corte-agua-guayaquil-sectores-servicio-jueves-247974.html,B,,,sectores_ejemplo
