semana_id,anio_epi,semana,fecha_inicio,fecha_fin,precipitacion_mm,precip_7d,precip_30d,precip_90d,spi3,spi6,spi12,tmin,tmax,tmean,humedad
1999-W20,1999,20,1999-05-17,1999-05-23,100.8,100.8,290.1,980.0,0.286,0.203,1.108,22.186,27.029,24.014,89.143
1999-W21,1999,21,1999-05-24,1999-05-30,87.6,87.6,312.0,998.2,0.447,0.286,1.106,21.657,26.7,23.586,87.857
1999-W22,1999,22,1999-05-31,1999-06-06,62.8,62.8,301.2,957.6,0.507,0.348,1.002,20.8,26.429,22.986,87.429
1999-W23,1999,23,1999-06-07,1999-06-13,34.4,34.4,285.6,829.4,0.415,0.36,0.93,21.029,25.843,22.943,89.0
1999-W24,1999,24,1999-06-14,1999-06-20,40.9,40.9,225.7,813.6,0.528,0.358,0.854,20.629,25.2,22.357,88.286
1999-W25,1999,25,1999-06-21,1999-06-27,57.4,57.4,195.5,814.8,0.66,0.402,0.871,20.129,25.643,22.286,89.143
1999-W26,1999,26,1999-06-28,1999-07-04,59.6,59.6,192.3,836.1,0.81,0.481,0.878,20.357,25.171,22.114,89.0
1999-W27,1999,27,1999-07-05,1999-07-11,24.1,24.1,182.0,826.5,0.937,0.552,0.753,20.329,25.743,22.243,86.857
1999-W28,1999,28,1999-07-12,1999-07-18,14.4,14.4,155.5,734.9,0.852,0.577,0.676,19.957,26.371,22.171,84.714
1999-W29,1999,29,1999-07-19,1999-07-25,64.3,64.3,162.4,735.6,0.958,0.699,0.639,19.943,25.386,21.943,88.571
1999-W30,1999,30,1999-07-26,1999-08-01,51.1,51.1,153.9,721.0,1.033,0.738,0.632,20.186,25.914,22.243,86.714
1999-W31,1999,31,1999-08-02,1999-08-08,19.0,19.0,148.8,666.4,1.048,0.706,0.607,19.943,25.614,21.929,83.714
1999-W32,1999,32,1999-08-09,1999-08-15,61.9,61.9,196.3,678.3,1.157,0.76,0.616,19.3,25.5,21.514,87.286
1999-W33,1999,33,1999-08-16,1999-08-22,6.1,6.1,138.1,583.6,1.048,0.676,0.594,19.214,25.557,21.529,84.286
1999-W34,1999,34,1999-08-23,1999-08-29,3.8,3.8,90.8,499.8,0.953,0.696,0.563,19.514,26.286,21.9,82.286
1999-W35,1999,35,1999-08-30,1999-09-05,58.4,58.4,130.2,495.4,0.997,0.749,0.58,19.471,26.186,21.9,86.143
1999-W36,1999,36,1999-09-06,1999-09-12,27.4,27.4,95.7,488.4,1.0,0.674,0.564,19.971,25.8,22.086,85.857
1999-W37,1999,37,1999-09-13,1999-09-19,38.3,38.3,127.9,485.8,1.02,0.753,0.561,19.829,26.186,22.2,85.286
1999-W38,1999,38,1999-09-20,1999-09-26,75.1,75.1,199.2,503.5,1.088,0.866,0.564,20.229,24.957,22.014,90.571
1999-W39,1999,39,1999-09-27,1999-10-03,17.8,17.8,158.6,461.7,1.026,0.919,0.567,20.5,25.757,22.486,85.429
1999-W40,1999,40,1999-10-04,1999-10-10,16.4,16.4,147.6,454.0,1.041,1.001,0.562,20.886,26.686,23.0,84.857
1999-W41,1999,41,1999-10-11,1999-10-17,85.1,85.1,194.4,524.7,1.261,1.061,0.636,20.143,25.486,22.071,88.571
1999-W42,1999,42,1999-10-18,1999-10-24,25.0,25.0,144.3,485.4,1.226,1.081,0.651,20.414,25.757,22.443,85.143
1999-W43,1999,43,1999-10-25,1999-10-31,2.1,2.1,128.6,436.4,1.154,1.081,0.645,20.671,25.729,22.571,83.857
1999-W44,1999,44,1999-11-01,1999-11-07,0.9,0.9,113.1,418.3,1.139,1.083,0.645,20.7,27.2,23.214,81.286
1999-W45,1999,45,1999-11-08,1999-11-14,2.6,2.6,30.6,359.0,1.013,1.098,0.64,20.914,26.657,23.114,82.286
1999-W46,1999,46,1999-11-15,1999-11-21,24.4,24.4,30.0,377.3,1.121,1.075,0.635,20.986,26.414,22.971,84.429
1999-W47,1999,47,1999-11-22,1999-11-28,3.5,3.5,31.4,377.0,1.145,1.029,0.633,20.871,26.443,22.914,82.286
1999-W48,1999,48,1999-11-29,1999-12-05,39.6,39.6,70.1,358.2,1.119,1.051,0.67,21.071,25.814,22.829,86.143
1999-W49,1999,49,1999-12-06,1999-12-12,4.8,4.8,72.3,335.6,1.086,1.055,0.668,21.3,26.871,23.457,82.571
1999-W50,1999,50,1999-12-13,1999-12-19,12.7,12.7,60.6,310.0,1.011,1.044,0.653,21.814,25.971,23.3,87.0
1999-W51,1999,51,1999-12-20,1999-12-26,8.9,8.9,66.0,243.8,0.676,0.983,0.643,21.971,26.329,23.7,85.429
1999-W52,1999,52,1999-12-27,2000-01-02,39.2,39.2,65.6,265.2,0.675,0.93,0.667,22.157,27.043,23.957,85.0
2000-W01,2000,1,2000-01-03,2000-01-09,0.8,0.8,61.6,249.6,0.465,0.881,0.697,21.671,27.214,23.914,81.714
2000-W02,2000,2,2000-01-10,2000-01-16,4.2,4.2,53.1,168.7,-0.159,0.823,0.711,22.414,27.4,24.414,82.0
2000-W03,2000,3,2000-01-17,2000-01-23,30.4,30.4,74.6,174.1,-0.387,0.636,0.708,21.886,27.886,24.143,82.857
2000-W04,2000,4,2000-01-24,2000-01-30,88.1,88.1,123.5,260.1,-0.182,0.577,0.708,22.329,26.843,24.057,87.857
2000-W05,2000,5,2000-01-31,2000-02-06,107.1,107.1,229.8,366.3,-0.019,0.598,0.717,22.086,26.843,23.814,89.286
2000-W06,2000,6,2000-02-07,2000-02-13,20.7,20.7,246.3,384.4,-0.24,0.34,0.634,22.671,28.114,24.857,83.0
2000-W07,2000,7,2000-02-14,2000-02-20,59.6,59.6,275.5,419.6,-0.415,0.26,0.543,22.543,27.786,24.657,85.571
2000-W08,2000,8,2000-02-21,2000-02-27,44.0,44.0,231.4,460.1,-0.554,0.161,0.514,22.486,27.343,24.386,87.143
2000-W09,2000,9,2000-02-28,2000-03-05,100.5,100.5,224.8,521.0,-0.593,0.068,0.514,22.7,27.457,24.443,88.0
2000-W10,2000,10,2000-03-06,2000-03-12,108.2,108.2,312.3,624.4,-0.519,0.038,0.459,22.829,26.886,24.471,90.143
2000-W11,2000,11,2000-03-13,2000-03-19,41.4,41.4,294.1,653.1,-0.611,-0.101,0.452,22.714,28.214,25.0,85.143
2000-W12,2000,12,2000-03-20,2000-03-26,49.4,49.4,299.5,693.6,-0.634,-0.289,0.432,22.5,27.343,24.443,86.857
2000-W13,2000,13,2000-03-27,2000-04-02,53.9,53.9,252.9,708.3,-0.694,-0.314,0.448,22.171,27.571,24.4,86.143
2000-W14,2000,14,2000-04-03,2000-04-09,89.7,89.7,234.4,797.2,-0.471,-0.273,0.504,22.229,27.943,24.471,86.429
2000-W15,2000,15,2000-04-10,2000-04-16,58.9,58.9,251.9,851.9,-0.362,-0.409,0.454,22.543,27.529,24.557,88.286
2000-W16,2000,16,2000-04-17,2000-04-23,36.7,36.7,239.2,858.2,-0.366,-0.48,0.427,23.0,28.086,25.029,86.714
2000-W17,2000,17,2000-04-24,2000-04-30,77.4,77.4,262.7,847.5,-0.342,-0.394,0.435,22.686,27.514,24.586,87.857
2000-W18,2000,18,2000-05-01,2000-05-07,81.3,81.3,254.3,821.7,-0.307,-0.303,0.435,22.586,27.186,24.443,88.429
2000-W19,2000,19,2000-05-08,2000-05-14,84.8,84.8,280.2,885.8,-0.057,-0.216,0.47,22.371,26.9,24.114,90.143
2000-W20,2000,20,2000-05-15,2000-05-21,77.7,77.7,321.2,903.9,0.114,-0.16,0.448,22.014,26.743,23.729,89.857
2000-W21,2000,21,2000-05-22,2000-05-28,59.0,59.0,302.8,918.9,0.279,-0.106,0.417,21.157,26.786,23.243,88.143
2000-W22,2000,22,2000-05-29,2000-06-04,23.8,23.8,245.3,842.2,0.263,-0.157,0.381,21.671,26.871,23.671,87.286
2000-W23,2000,23,2000-06-05,2000-06-11,63.4,63.4,223.9,797.4,0.346,-0.085,0.405,21.6,26.386,23.386,89.286
2000-W24,2000,24,2000-06-12,2000-06-18,31.4,31.4,177.6,787.4,0.473,-0.074,0.394,20.529,25.614,22.529,87.429
2000-W25,2000,25,2000-06-19,2000-06-25,48.3,48.3,166.9,786.3,0.602,-0.02,0.38,20.614,25.557,22.457,88.143
2000-W26,2000,26,2000-06-26,2000-07-02,35.3,35.3,178.4,767.7,0.669,-0.017,0.361,20.157,25.771,22.3,86.286
2000-W27,2000,27,2000-07-03,2000-07-09,35.7,35.7,150.7,713.7,0.704,0.093,0.378,19.743,25.814,21.814,86.714
2000-W28,2000,28,2000-07-10,2000-07-16,15.3,15.3,134.6,670.1,0.711,0.136,0.375,20.029,25.971,22.171,85.714
2000-W29,2000,29,2000-07-17,2000-07-23,3.6,3.6,89.9,637.0,0.761,0.161,0.315,19.614,25.757,21.886,83.0
2000-W30,2000,30,2000-07-24,2000-07-30,15.5,15.5,70.1,575.1,0.741,0.13,0.277,19.729,25.014,21.686,84.714
2000-W31,2000,31,2000-07-31,2000-08-06,29.8,29.8,64.2,523.6,0.742,0.117,0.289,19.457,25.614,21.743,85.429
2000-W32,2000,32,2000-08-07,2000-08-13,50.2,50.2,99.1,489.0,0.758,0.274,0.279,20.271,26.2,22.514,85.857
2000-W33,2000,33,2000-08-14,2000-08-20,24.8,24.8,120.3,436.1,0.717,0.348,0.296,20.057,27.243,22.557,83.714
2000-W34,2000,34,2000-08-21,2000-08-27,59.6,59.6,164.4,436.7,0.801,0.495,0.353,19.857,26.814,22.329,84.714
2000-W35,2000,35,2000-08-28,2000-09-03,33.2,33.2,167.8,446.1,0.878,0.521,0.328,19.771,25.657,22.043,86.429
2000-W36,2000,36,2000-09-04,2000-09-10,18.9,18.9,136.5,401.6,0.79,0.51,0.297,19.886,26.529,22.4,85.429
2000-W37,2000,37,2000-09-11,2000-09-17,36.8,36.8,148.5,407.0,0.83,0.613,0.295,20.1,25.371,22.043,86.429
2000-W38,2000,38,2000-09-18,2000-09-24,19.9,19.9,108.8,378.6,0.793,0.669,0.242,20.143,26.3,22.329,84.571
2000-W39,2000,39,2000-09-25,2000-10-01,62.1,62.1,137.7,405.4,0.893,0.762,0.283,19.657,25.186,21.771,88.0
2000-W40,2000,40,2000-10-02,2000-10-08,22.0,22.0,140.8,391.7,0.891,0.781,0.291,20.229,26.586,22.557,84.714
2000-W41,2000,41,2000-10-09,2000-10-15,64.7,64.7,168.7,441.1,1.069,0.876,0.269,20.343,26.414,22.571,87.429
2000-W42,2000,42,2000-10-16,2000-10-22,29.5,29.5,178.3,467.0,1.182,0.944,0.275,20.5,26.414,22.643,85.143
2000-W43,2000,43,2000-10-23,2000-10-29,1.0,1.0,117.2,452.5,1.197,0.927,0.274,20.657,26.957,23.014,83.143
2000-W44,2000,44,2000-10-30,2000-11-05,0.0,0.0,95.2,422.7,1.152,0.909,0.272,19.5,26.629,22.2,81.286
2000-W45,2000,45,2000-11-06,2000-11-12,0.0,0.0,30.5,372.5,1.056,0.87,0.27,19.1,27.986,22.514,76.143
2000-W46,2000,46,2000-11-13,2000-11-19,12.1,12.1,13.1,359.8,1.063,0.847,0.258,19.529,27.386,22.4,76.857
2000-W47,2000,47,2000-11-20,2000-11-26,31.4,31.4,43.5,331.6,0.985,0.868,0.286,20.357,26.771,22.543,85.0
2000-W48,2000,48,2000-11-27,2000-12-03,39.7,39.7,83.2,338.1,1.047,0.946,0.288,21.4,27.057,23.471,86.429
2000-W49,2000,49,2000-12-04,2000-12-10,26.5,26.5,109.7,345.7,1.125,0.934,0.31,21.329,26.186,23.2,87.286
2000-W50,2000,50,2000-12-11,2000-12-17,10.3,10.3,107.9,319.2,1.049,0.929,0.309,21.343,28.086,24.043,84.143
2000-W51,2000,51,2000-12-18,2000-12-24,8.2,8.2,84.7,307.5,0.969,0.876,0.307,20.9,27.643,23.443,80.857
2000-W52,2000,52,2000-12-25,2000-12-31,47.8,47.8,92.8,293.2,0.8,0.88,0.315,21.371,26.629,23.286,88.143
2001-W01,2001,1,2001-01-01,2001-01-07,94.4,94.4,160.7,365.6,0.964,0.98,0.445,22.014,27.6,24.071,87.857
2001-W02,2001,2,2001-01-08,2001-01-14,49.3,49.3,199.7,350.2,0.751,1.012,0.504,22.614,27.414,24.371,86.857
2001-W03,2001,3,2001-01-15,2001-01-21,90.5,90.5,282.0,411.2,0.717,1.069,0.557,22.243,25.971,23.671,91.143
2001-W04,2001,4,2001-01-22,2001-01-28,95.6,95.6,329.8,505.8,0.785,1.095,0.552,22.171,27.386,23.971,88.0
2001-W05,2001,5,2001-01-29,2001-02-04,166.3,166.3,401.7,672.1,1.011,1.19,0.624,22.271,27.514,24.2,86.286
2001-W06,2001,6,2001-02-05,2001-02-11,59.6,59.6,412.0,731.7,0.914,1.068,0.651,22.571,27.843,24.5,87.0
2001-W07,2001,7,2001-02-12,2001-02-18,43.7,43.7,365.2,763.3,0.73,0.938,0.642,22.886,28.1,24.829,86.286
2001-W08,2001,8,2001-02-19,2001-02-25,56.7,56.7,326.3,788.6,0.55,0.776,0.652,22.943,26.871,24.371,89.714
2001-W09,2001,9,2001-02-26,2001-03-04,49.2,49.2,209.2,798.1,0.316,0.627,0.606,23.014,28.143,25.057,86.571
2001-W10,2001,10,2001-03-05,2001-03-11,152.6,152.6,302.2,924.2,0.385,0.688,0.652,22.571,27.471,24.414,90.143
2001-W11,2001,11,2001-03-12,2001-03-18,108.6,108.6,367.1,1022.5,0.442,0.662,0.729,23.386,27.843,25.029,89.286
2001-W12,2001,12,2001-03-19,2001-03-25,81.0,81.0,391.4,1095.3,0.457,0.643,0.748,23.457,28.786,25.386,88.714
2001-W13,2001,13,2001-03-26,2001-04-01,155.9,155.9,498.1,1203.4,0.621,0.698,0.844,22.929,28.043,24.914,89.143
2001-W14,2001,14,2001-04-02,2001-04-08,212.0,212.0,557.5,1321.0,0.803,0.878,0.953,23.486,27.571,24.914,91.286
2001-W15,2001,15,2001-04-09,2001-04-15,108.7,108.7,557.6,1380.4,0.867,0.841,0.987,22.614,28.143,24.8,88.0
2001-W16,2001,16,2001-04-16,2001-04-22,73.9,73.9,550.5,1363.8,0.824,0.797,1.011,22.929,28.071,24.9,87.429
2001-W17,2001,17,2001-04-23,2001-04-29,48.8,48.8,443.4,1317.0,0.729,0.777,0.978,22.771,27.971,24.643,87.0
2001-W18,2001,18,2001-04-30,2001-05-06,68.3,68.3,299.7,1219.0,0.582,0.791,0.955,22.471,28.086,24.643,86.714
2001-W19,2001,19,2001-05-07,2001-05-13,54.4,54.4,245.4,1213.8,0.654,0.804,0.928,22.886,27.4,24.5,88.429
2001-W20,2001,20,2001-05-14,2001-05-20,106.5,106.5,278.0,1276.6,0.882,0.867,0.949,21.929,27.043,23.771,89.571
2001-W21,2001,21,2001-05-21,2001-05-27,47.6,47.6,276.8,1267.5,0.96,0.845,0.932,21.571,26.457,23.429,88.429
2001-W22,2001,22,2001-05-28,2001-06-03,21.3,21.3,229.8,1239.6,1.031,0.793,0.933,20.671,26.014,22.743,85.429
2001-W23,2001,23,2001-06-04,2001-06-10,36.1,36.1,211.5,1123.1,0.978,0.775,0.901,20.686,26.071,22.743,87.143
2001-W24,2001,24,2001-06-11,2001-06-17,27.0,27.0,132.0,1041.5,0.97,0.791,0.896,20.6,26.314,22.8,86.429
2001-W25,2001,25,2001-06-18,2001-06-24,32.8,32.8,117.2,993.3,0.999,0.81,0.876,20.057,25.729,22.186,86.286
2001-W26,2001,26,2001-06-25,2001-07-01,10.4,10.4,106.3,847.8,0.833,0.784,0.861,19.343,25.9,21.786,83.429
2001-W27,2001,27,2001-07-02,2001-07-08,25.1,25.1,95.3,660.9,0.586,0.752,0.861,19.314,26.029,21.743,84.286
2001-W28,2001,28,2001-07-09,2001-07-15,33.2,33.2,101.5,585.4,0.512,0.749,0.871,19.929,25.843,22.171,86.429
2001-W29,2001,29,2001-07-16,2001-07-22,28.2,28.2,96.9,539.7,0.546,0.739,0.89,19.557,24.4,21.4,86.857
2001-W30,2001,30,2001-07-23,2001-07-29,59.3,59.3,145.8,550.2,0.687,0.761,0.924,20.371,26.243,22.614,87.429
2001-W31,2001,31,2001-07-30,2001-08-05,10.6,10.6,131.3,492.5,0.669,0.65,0.908,20.271,26.314,22.371,83.0
2001-W32,2001,32,2001-08-06,2001-08-12,6.2,6.2,104.3,444.3,0.65,0.681,0.874,20.043,27.129,22.629,80.857
2001-W33,2001,33,2001-08-13,2001-08-19,4.1,4.1,80.2,341.9,0.466,0.752,0.856,20.457,28.286,23.229,79.429
2001-W34,2001,34,2001-08-20,2001-08-26,1.7,1.7,22.6,296.0,0.402,0.785,0.808,20.357,27.086,22.8,80.143
2001-W35,2001,35,2001-08-27,2001-09-02,7.8,7.8,19.8,282.5,0.408,0.84,0.786,19.929,27.557,22.686,79.429
2001-W36,2001,36,2001-09-03,2001-09-09,56.7,56.7,70.3,303.1,0.512,0.817,0.792,19.614,26.157,21.971,85.286
2001-W37,2001,37,2001-09-10,2001-09-16,22.9,22.9,89.1,299.0,0.526,0.806,0.78,19.214,25.986,21.686,85.143
2001-W38,2001,38,2001-09-17,2001-09-23,33.6,33.6,121.0,299.8,0.573,0.835,0.795,19.529,26.257,21.957,84.571
2001-W39,2001,39,2001-09-24,2001-09-30,12.3,12.3,125.5,301.7,0.613,0.73,0.748,19.943,26.571,22.271,83.429
2001-W40,2001,40,2001-10-01,2001-10-07,7.4,7.4,76.2,284.0,0.591,0.559,0.739,20.2,27.643,22.729,80.714
2001-W41,2001,41,2001-10-08,2001-10-14,8.5,8.5,61.8,259.3,0.552,0.498,0.687,20.643,27.243,22.929,82.571
2001-W42,2001,42,2001-10-15,2001-10-21,1.6,1.6,29.8,232.7,0.483,0.497,0.663,19.557,27.614,22.314,79.429
2001-W43,2001,43,2001-10-22,2001-10-28,3.5,3.5,21.0,176.9,0.259,0.515,0.665,19.7,26.786,22.229,79.714
2001-W44,2001,44,2001-10-29,2001-11-04,0.0,0.0,13.6,166.3,0.21,0.486,0.664,20.214,28.214,23.2,76.857
2001-W45,2001,45,2001-11-05,2001-11-11,4.2,4.2,9.3,164.3,0.225,0.482,0.671,20.329,28.657,23.171,75.571
2001-W46,2001,46,2001-11-12,2001-11-18,32.4,32.4,40.1,192.6,0.376,0.412,0.688,20.471,26.886,22.643,84.571
2001-W47,2001,47,2001-11-19,2001-11-25,34.5,34.5,71.1,225.4,0.546,0.438,0.69,20.657,25.886,22.6,86.857
2001-W48,2001,48,2001-11-26,2001-12-02,3.3,3.3,74.4,220.9,0.562,0.447,0.66,21.186,27.786,23.771,81.571
2001-W49,2001,49,2001-12-03,2001-12-09,7.8,7.8,78.0,172.0,0.314,0.425,0.642,21.657,26.614,23.529,83.286
2001-W50,2001,50,2001-12-10,2001-12-16,16.4,16.4,62.0,165.5,0.269,0.416,0.653,21.686,27.886,23.957,83.0
2001-W51,2001,51,2001-12-17,2001-12-23,17.3,17.3,44.8,149.2,0.128,0.39,0.659,21.829,26.486,23.586,86.429
2001-W52,2001,52,2001-12-24,2001-12-30,29.0,29.0,70.5,165.9,0.144,0.41,0.642,21.671,27.329,23.857,85.714
2002-W01,2002,1,2001-12-31,2002-01-06,3.9,3.9,66.6,162.4,-0.024,0.324,0.6,22.5,27.929,24.543,83.286
2002-W02,2002,2,2002-01-07,2002-01-13,4.6,4.6,54.8,158.5,-0.227,0.175,0.573,22.786,29.229,25.3,81.286
2002-W03,2002,3,2002-01-14,2002-01-20,63.5,63.5,101.0,220.4,-0.114,0.13,0.54,22.814,28.371,24.786,84.429
2002-W04,2002,4,2002-01-21,2002-01-27,71.2,71.2,143.2,288.1,-0.046,-0.002,0.504,23.2,28.057,24.914,87.714
2002-W05,2002,5,2002-01-28,2002-02-03,49.2,49.2,188.5,337.3,-0.144,-0.091,0.4,23.2,27.357,24.729,89.143
2002-W06,2002,6,2002-02-04,2002-02-10,112.6,112.6,296.5,445.7,0.003,0.011,0.448,23.4,28.257,25.129,88.571
2002-W07,2002,7,2002-02-11,2002-02-17,185.1,185.1,418.1,598.4,0.237,0.246,0.59,23.286,26.5,24.429,91.571
2002-W08,2002,8,2002-02-18,2002-02-24,170.0,170.0,516.9,733.9,0.391,0.441,0.697,23.071,27.057,24.5,90.571
2002-W09,2002,9,2002-02-25,2002-03-03,138.3,138.3,606.0,868.9,0.513,0.533,0.786,23.371,27.529,24.9,90.714
2002-W10,2002,10,2002-03-04,2002-03-10,128.0,128.0,621.4,989.1,0.554,0.473,0.767,23.229,27.629,24.843,90.143
2002-W11,2002,11,2002-03-11,2002-03-17,143.3,143.3,579.6,1116.0,0.667,0.551,0.812,23.386,28.014,25.143,90.429
2002-W12,2002,12,2002-03-18,2002-03-24,149.0,149.0,558.6,1247.7,0.8,0.632,0.864,23.514,27.786,25.186,91.429
2002-W13,2002,13,2002-03-25,2002-03-31,103.1,103.1,523.4,1321.8,0.879,0.682,0.813,23.871,28.771,25.657,89.143
2002-W14,2002,14,2002-04-01,2002-04-07,270.3,270.3,665.7,1588.2,1.325,0.976,0.864,23.729,27.729,25.157,90.429
2002-W15,2002,15,2002-04-08,2002-04-14,43.1,43.1,565.5,1626.7,1.334,0.922,0.795,23.629,29.2,25.729,87.286
2002-W16,2002,16,2002-04-15,2002-04-21,127.8,127.8,544.3,1691.0,1.443,0.991,0.839,23.571,27.843,25.086,89.429
2002-W17,2002,17,2002-04-22,2002-04-28,74.5,74.5,515.7,1694.3,1.418,0.994,0.854,23.486,28.4,25.243,88.429
2002-W18,2002,18,2002-04-29,2002-05-05,78.8,78.8,324.2,1723.9,1.469,1.014,0.853,23.443,28.114,25.157,88.143
2002-W19,2002,19,2002-05-06,2002-05-12,75.8,75.8,356.9,1687.1,1.485,1.044,0.871,23.314,29.086,25.4,87.429
2002-W20,2002,20,2002-05-13,2002-05-19,40.8,40.8,269.9,1542.8,1.344,0.992,0.81,23.071,27.886,24.857,87.0
2002-W21,2002,21,2002-05-20,2002-05-26,3.2,3.2,198.6,1376.0,1.146,0.911,0.765,22.914,27.929,24.929,85.286
2002-W22,2002,22,2002-05-27,2002-06-02,5.6,5.6,125.4,1243.3,1.037,0.884,0.754,22.643,27.943,24.786,84.0
2002-W23,2002,23,2002-06-03,2002-06-09,30.4,30.4,80.0,1145.7,1.017,0.88,0.742,22.257,27.214,24.2,86.0
2002-W24,2002,24,2002-06-10,2002-06-16,40.7,40.7,79.9,1043.1,0.972,0.907,0.752,21.829,27.014,23.886,85.571
2002-W25,2002,25,2002-06-17,2002-06-23,17.0,17.0,93.7,911.1,0.848,0.895,0.732,21.571,27.643,23.771,82.714
2002-W26,2002,26,2002-06-24,2002-06-30,5.6,5.6,93.7,813.6,0.764,0.888,0.734,20.743,28.229,23.443,80.857
2002-W27,2002,27,2002-07-01,2002-07-07,3.0,3.0,66.3,546.3,0.308,0.943,0.722,20.9,27.314,23.343,80.429
2002-W28,2002,28,2002-07-08,2002-07-14,18.1,18.1,43.7,521.3,0.349,0.974,0.704,20.6,26.957,22.929,83.0
2002-W29,2002,29,2002-07-15,2002-07-21,10.3,10.3,37.0,403.8,0.198,0.983,0.687,21.229,27.1,23.4,82.571
2002-W30,2002,30,2002-07-22,2002-07-28,29.6,29.6,61.0,358.9,0.202,0.995,0.657,20.5,26.286,22.643,84.857
2002-W31,2002,31,2002-07-29,2002-08-04,31.6,31.6,89.6,311.7,0.165,1.062,0.677,20.671,26.971,23.0,84.143
2002-W32,2002,32,2002-08-05,2002-08-11,6.1,6.1,77.6,242.0,0.04,1.029,0.679,20.614,26.757,22.843,81.714
2002-W33,2002,33,2002-08-12,2002-08-18,5.0,5.0,72.3,206.2,0.005,0.925,0.679,20.971,28.229,23.571,79.429
2002-W34,2002,34,2002-08-19,2002-08-25,10.2,10.2,52.9,213.2,0.103,0.819,0.689,20.114,27.586,22.629,81.571
2002-W35,2002,35,2002-08-26,2002-09-01,2.4,2.4,23.7,210.0,0.139,0.749,0.684,20.614,26.8,22.786,81.286
2002-W36,2002,36,2002-09-02,2002-09-08,11.2,11.2,28.8,190.8,0.108,0.699,0.617,20.214,27.629,22.714,80.143
2002-W37,2002,37,2002-09-09,2002-09-15,7.7,7.7,31.5,157.8,-0.012,0.621,0.603,20.786,28.457,23.543,79.286
2002-W38,2002,38,2002-09-16,2002-09-22,20.9,20.9,42.2,161.7,0.067,0.543,0.594,20.829,27.271,23.129,81.429
2002-W39,2002,39,2002-09-23,2002-09-29,32.8,32.8,72.6,188.9,0.223,0.527,0.61,21.671,27.614,23.757,82.714
2002-W40,2002,40,2002-09-30,2002-10-06,32.9,32.9,94.3,218.8,0.371,0.279,0.636,21.257,27.971,23.529,84.429
2002-W41,2002,41,2002-10-07,2002-10-13,27.0,27.0,113.6,227.7,0.44,0.343,0.651,21.371,27.429,23.629,83.143
2002-W42,2002,42,2002-10-14,2002-10-20,24.9,24.9,117.6,242.3,0.52,0.293,0.672,21.343,26.843,23.371,85.0
2002-W43,2002,43,2002-10-21,2002-10-27,33.1,33.1,117.9,245.8,0.553,0.315,0.698,21.857,26.914,23.686,86.286
2002-W44,2002,44,2002-10-28,2002-11-03,1.6,1.6,86.6,215.8,0.444,0.251,0.699,21.171,27.857,23.729,81.143
2002-W45,2002,45,2002-11-04,2002-11-10,8.6,8.6,68.2,218.3,0.487,0.202,0.706,21.671,27.571,23.871,83.286
2002-W46,2002,46,2002-11-11,2002-11-17,46.8,46.8,90.1,260.1,0.688,0.276,0.718,21.414,27.371,23.5,86.0
2002-W47,2002,47,2002-11-18,2002-11-24,81.9,81.9,138.9,331.8,0.985,0.484,0.758,21.957,27.271,23.986,87.0
2002-W48,2002,48,2002-11-25,2002-12-01,52.4,52.4,189.7,381.8,1.2,0.621,0.802,22.057,27.871,24.214,87.143
2002-W49,2002,49,2002-12-02,2002-12-08,22.2,22.2,203.3,392.8,1.296,0.646,0.814,22.643,28.114,24.7,85.714
2002-W50,2002,50,2002-12-09,2002-12-15,5.7,5.7,162.2,390.8,1.329,0.598,0.811,22.857,28.057,24.743,84.0
2002-W51,2002,51,2002-12-16,2002-12-22,31.6,31.6,111.9,401.5,1.337,0.641,0.822,23.0,27.357,24.614,87.143
2002-W52,2002,52,2002-12-23,2002-12-29,62.3,62.3,121.8,431.0,1.324,0.733,0.85,22.657,27.1,24.3,89.714
2003-W01,2003,1,2002-12-30,2003-01-05,76.4,76.4,176.0,474.5,1.347,0.862,0.958,23.557,27.771,24.986,89.714
2003-W02,2003,2,2003-01-06,2003-01-12,73.0,73.0,243.3,520.5,1.35,0.931,1.043,23.143,28.371,25.014,88.0
2003-W03,2003,3,2003-01-13,2003-01-19,110.7,110.7,322.4,606.3,1.334,1.014,1.072,23.229,27.786,24.971,87.571
2003-W04,2003,4,2003-01-20,2003-01-26,33.7,33.7,293.8,606.9,1.091,0.898,1.027,22.714,28.2,24.886,85.571
2003-W05,2003,5,2003-01-27,2003-02-02,51.3,51.3,268.7,656.6,0.967,0.779,1.049,22.743,27.357,24.386,87.429
2003-W06,2003,6,2003-02-03,2003-02-09,40.6,40.6,236.3,688.6,0.794,0.693,0.969,22.914,28.243,24.8,87.714
2003-W07,2003,7,2003-02-10,2003-02-16,199.7,199.7,325.3,841.5,0.94,0.898,0.994,23.5,28.071,25.143,90.286
2003-W08,2003,8,2003-02-17,2003-02-23,56.5,56.5,348.1,816.1,0.627,0.83,0.895,23.686,28.6,25.471,86.0
2003-W09,2003,9,2003-02-24,2003-03-02,70.7,70.7,367.5,834.4,0.418,0.784,0.84,22.986,27.214,24.614,88.714
2003-W10,2003,10,2003-03-03,2003-03-09,65.5,65.5,392.4,877.7,0.259,0.689,0.786,23.3,28.529,25.2,88.0
2003-W11,2003,11,2003-03-10,2003-03-16,150.7,150.7,343.4,1022.7,0.443,0.79,0.804,23.329,27.771,25.1,89.0
