semana_id,anio_epi,semana,fecha_inicio,fecha_fin,precipitacion_mm,precip_7d,precip_30d,precip_90d,spi3,spi6,spi12,tmin,tmax,tmean,humedad
2017-W50,2017,50,2017-12-11,2017-12-17,0.8,0.8,23.3,48.4,-0.818,-1.216,0.269,22.614,28.629,25.014,77.857
2017-W51,2017,51,2017-12-18,2017-12-24,3.3,3.3,19.4,51.5,-0.808,-1.284,0.268,22.743,29.129,25.343,75.857
2017-W52,2017,52,2017-12-25,2017-12-31,10.2,10.2,22.9,59.2,-0.783,-1.232,0.268,22.729,29.671,25.457,74.286
2018-W01,2018,1,2018-01-01,2018-01-07,6.4,6.4,20.7,59.1,-0.953,-1.291,0.287,22.643,29.514,25.571,77.143
2018-W02,2018,2,2018-01-08,2018-01-14,6.3,6.3,26.2,65.3,-1.075,-1.398,0.204,22.343,30.057,25.386,75.143
2018-W03,2018,3,2018-01-15,2018-01-21,12.0,12.0,34.9,72.3,-1.256,-1.517,0.156,22.943,28.686,25.4,76.857
2018-W04,2018,4,2018-01-22,2018-01-28,20.7,20.7,45.4,88.6,-1.383,-1.589,0.133,23.886,29.429,26.186,78.286
2018-W05,2018,5,2018-01-29,2018-02-04,30.2,30.2,69.2,117.1,-1.494,-1.639,0.036,24.286,28.771,26.114,80.143
2018-W06,2018,6,2018-02-05,2018-02-11,60.0,60.0,122.9,177.1,-1.352,-1.518,-0.052,23.886,27.586,25.214,84.286
2018-W07,2018,7,2018-02-12,2018-02-18,108.4,108.4,219.3,280.8,-1.069,-1.273,-0.084,23.757,27.629,25.257,85.0
2018-W08,2018,8,2018-02-19,2018-02-25,82.5,82.5,281.1,356.1,-1.017,-1.204,-0.118,23.857,28.329,25.557,85.571
2018-W09,2018,9,2018-02-26,2018-03-04,30.2,30.2,281.1,379.6,-1.193,-1.313,-0.187,23.829,28.414,25.743,81.857
2018-W10,2018,10,2018-03-05,2018-03-11,11.9,11.9,233.0,382.9,-1.501,-1.532,-0.515,24.129,28.514,26.057,80.857
2018-W11,2018,11,2018-03-12,2018-03-18,13.7,13.7,138.3,395.8,-1.626,-1.598,-0.697,24.4,28.643,26.171,81.571
2018-W12,2018,12,2018-03-19,2018-03-25,36.6,36.6,92.4,429.1,-1.624,-1.594,-1.04,23.771,29.0,26.014,82.714
2018-W13,2018,13,2018-03-26,2018-04-01,27.0,27.0,89.2,445.9,-1.675,-1.613,-1.131,23.843,28.514,25.871,81.286
2018-W14,2018,14,2018-04-02,2018-04-08,54.7,54.7,132.0,494.2,-1.502,-1.562,-1.295,23.457,28.929,25.857,83.143
2018-W15,2018,15,2018-04-09,2018-04-15,3.9,3.9,122.2,491.8,-1.549,-1.607,-1.371,23.057,29.5,25.886,78.571
2018-W16,2018,16,2018-04-16,2018-04-22,0.4,0.4,86.0,480.2,-1.628,-1.705,-1.656,23.086,29.857,26.186,74.143
2018-W17,2018,17,2018-04-23,2018-04-29,2.6,2.6,61.6,462.1,-1.591,-1.755,-1.78,23.443,29.686,26.386,76.286
2018-W18,2018,18,2018-04-30,2018-05-06,11.7,11.7,18.6,443.6,-1.493,-1.764,-1.781,23.957,29.157,26.229,80.286
2018-W19,2018,19,2018-05-07,2018-05-13,67.6,67.6,82.3,451.2,-1.358,-1.624,-1.76,23.286,28.186,25.343,84.143
2018-W20,2018,20,2018-05-14,2018-05-20,8.0,8.0,89.9,350.8,-1.604,-1.618,-1.783,22.886,27.629,24.929,84.286
2018-W21,2018,21,2018-05-21,2018-05-27,2.1,2.1,89.4,270.4,-1.756,-1.661,-1.779,22.457,27.986,24.843,82.857
2018-W22,2018,22,2018-05-28,2018-06-03,0.3,0.3,78.0,240.5,-1.666,-1.699,-1.779,22.029,28.514,24.543,81.714
2018-W23,2018,23,2018-06-04,2018-06-10,5.9,5.9,16.3,234.5,-1.419,-1.714,-1.776,21.543,27.829,24.057,80.143
2018-W24,2018,24,2018-06-11,2018-06-17,1.4,1.4,9.7,222.2,-1.289,-1.756,-1.776,20.9,27.843,23.657,80.0
2018-W25,2018,25,2018-06-18,2018-06-24,1.2,1.2,8.8,186.8,-1.281,-1.763,-1.791,20.871,27.757,23.343,80.0
2018-W26,2018,26,2018-06-25,2018-07-01,0.3,0.3,8.8,160.1,-1.333,-1.806,-1.795,20.986,27.414,23.471,79.286
2018-W27,2018,27,2018-07-02,2018-07-08,0.0,0.0,2.9,105.4,-1.524,-1.768,-1.801,20.757,28.057,23.371,80.286
2018-W28,2018,28,2018-07-09,2018-07-15,0.8,0.8,2.3,102.3,-1.421,-1.73,-1.796,21.0,27.714,23.386,79.714
2018-W29,2018,29,2018-07-16,2018-07-22,0.0,0.0,1.1,101.9,-1.091,-1.717,-1.791,20.7,28.0,23.257,78.429
2018-W30,2018,30,2018-07-23,2018-07-29,1.3,1.3,2.1,100.6,-0.913,-1.652,-1.785,21.129,28.129,23.5,79.0
2018-W31,2018,31,2018-07-30,2018-08-05,2.2,2.2,4.3,91.1,-0.885,-1.583,-1.779,21.629,28.086,23.871,79.429
2018-W32,2018,32,2018-08-06,2018-08-12,0.0,0.0,3.5,23.5,-1.536,-1.622,-1.784,20.871,27.486,23.386,80.286
2018-W33,2018,33,2018-08-13,2018-08-19,0.0,0.0,3.5,15.5,-1.584,-1.854,-1.786,20.586,28.071,23.257,78.143
2018-W34,2018,34,2018-08-20,2018-08-26,0.0,0.0,2.2,13.4,-1.599,-1.952,-1.79,20.257,28.2,23.014,78.286
2018-W35,2018,35,2018-08-27,2018-09-02,0.0,0.0,0.0,13.1,-1.56,-1.845,-1.793,20.129,27.657,22.829,79.143
2018-W36,2018,36,2018-09-03,2018-09-09,1.2,1.2,1.2,8.4,-1.64,-1.647,-1.795,20.714,28.657,23.557,78.286
2018-W37,2018,37,2018-09-10,2018-09-16,1.6,1.6,2.8,8.6,-1.591,-1.493,-1.792,21.143,28.814,23.957,77.571
2018-W38,2018,38,2018-09-17,2018-09-23,0.0,0.0,2.8,7.4,-1.537,-1.463,-1.795,20.971,28.643,23.743,77.857
2018-W39,2018,39,2018-09-24,2018-09-30,0.0,0.0,2.8,7.1,-1.495,-1.467,-1.801,21.486,29.114,24.186,77.143
2018-W40,2018,40,2018-10-01,2018-10-07,6.2,6.2,7.8,13.3,-1.212,-1.555,-1.804,20.957,27.586,23.343,78.429
2018-W41,2018,41,2018-10-08,2018-10-14,0.1,0.1,6.3,12.6,-1.25,-1.464,-1.804,20.643,27.943,23.271,78.143
2018-W42,2018,42,2018-10-15,2018-10-21,0.0,0.0,6.3,12.6,-1.282,-1.205,-1.812,20.657,28.443,23.471,76.429
2018-W43,2018,43,2018-10-22,2018-10-28,1.0,1.0,7.3,12.3,-1.352,-1.076,-1.812,20.857,28.743,23.671,77.0
2018-W44,2018,44,2018-10-29,2018-11-04,1.3,1.3,2.4,11.4,-1.432,-1.073,-1.819,21.314,28.543,23.9,77.714
2018-W45,2018,45,2018-11-05,2018-11-11,7.4,7.4,9.7,18.8,-1.211,-1.471,-1.813,21.643,28.4,24.114,80.0
2018-W46,2018,46,2018-11-12,2018-11-18,2.2,2.2,11.9,21.0,-1.233,-1.502,-1.813,21.943,29.0,24.429,78.429
2018-W47,2018,47,2018-11-19,2018-11-25,13.9,13.9,24.8,34.9,-0.963,-1.345,-1.796,21.943,29.2,24.671,77.286
2018-W48,2018,48,2018-11-26,2018-12-02,1.5,1.5,25.0,36.4,-0.9,-1.306,-1.803,21.329,28.843,24.186,77.857
2018-W49,2018,49,2018-12-03,2018-12-09,0.4,0.4,18.0,35.6,-0.976,-1.359,-1.816,20.671,29.457,24.071,75.571
2018-W50,2018,50,2018-12-10,2018-12-16,5.7,5.7,21.5,39.7,-0.961,-1.341,-1.822,22.871,29.429,25.643,76.857
2018-W51,2018,51,2018-12-17,2018-12-23,32.4,32.4,40.0,72.1,-0.542,-1.046,-1.762,23.129,28.471,25.357,82.286
2018-W52,2018,52,2018-12-24,2018-12-30,7.7,7.7,46.2,79.8,-0.542,-1.027,-1.767,23.086,28.914,25.514,81.0
2019-W01,2019,1,2018-12-31,2019-01-06,9.2,9.2,55.0,82.8,-0.672,-1.066,-1.761,23.757,29.771,26.243,80.0
2019-W02,2019,2,2019-01-07,2019-01-13,165.7,165.7,215.0,248.4,0.296,-0.338,-1.459,23.229,27.786,25.057,86.286
2019-W03,2019,3,2019-01-14,2019-01-20,102.6,102.6,285.2,351.0,0.49,-0.139,-1.278,23.686,27.757,25.271,83.857
2019-W04,2019,4,2019-01-21,2019-01-27,10.4,10.4,287.9,360.4,0.266,-0.288,-1.303,24.157,28.657,26.086,82.714
2019-W05,2019,5,2019-01-28,2019-02-03,93.3,93.3,372.0,452.4,0.315,-0.208,-1.197,24.257,28.186,25.757,85.0
2019-W06,2019,6,2019-02-04,2019-02-10,45.6,45.6,251.9,490.6,0.168,-0.27,-1.189,24.286,28.471,25.829,84.429
2019-W07,2019,7,2019-02-11,2019-02-17,44.5,44.5,193.8,532.9,0.016,-0.378,-1.335,24.429,28.886,26.214,85.143
2019-W08,2019,8,2019-02-18,2019-02-24,135.5,135.5,318.9,654.5,0.146,-0.217,-1.26,24.629,28.986,26.414,84.429
2019-W09,2019,9,2019-02-25,2019-03-03,90.1,90.1,315.7,743.1,0.155,-0.179,-1.174,24.114,30.4,26.657,84.286
2019-W10,2019,10,2019-03-04,2019-03-10,38.9,38.9,309.0,781.6,-0.016,-0.309,-1.147,24.486,28.314,26.143,83.857
2019-W11,2019,11,2019-03-11,2019-03-17,64.3,64.3,328.8,840.2,-0.038,-0.295,-1.058,24.271,29.586,26.357,85.857
2019-W12,2019,12,2019-03-18,2019-03-24,58.9,58.9,252.2,866.7,-0.122,-0.286,-1.036,24.529,29.586,26.6,83.286
2019-W13,2019,13,2019-03-25,2019-03-31,12.9,12.9,175.0,871.9,-0.205,-0.363,-1.058,24.343,29.2,26.271,81.857
2019-W14,2019,14,2019-04-01,2019-04-07,28.9,28.9,165.0,891.6,-0.207,-0.431,-1.092,23.914,29.2,26.157,82.571
2019-W15,2019,15,2019-04-08,2019-04-14,5.1,5.1,105.8,731.0,-0.713,-0.498,-1.068,24.0,29.943,26.757,78.714
2019-W16,2019,16,2019-04-15,2019-04-21,19.0,19.0,65.9,647.4,-1.006,-0.551,-1.013,24.386,29.557,26.557,80.857
2019-W17,2019,17,2019-04-22,2019-04-28,52.2,52.2,105.2,689.2,-0.794,-0.509,-0.925,24.271,29.486,26.529,84.714
2019-W18,2019,18,2019-04-29,2019-05-05,20.6,20.6,96.9,616.5,-0.887,-0.53,-0.908,24.171,29.614,26.5,82.571
2019-W19,2019,19,2019-05-06,2019-05-12,9.6,9.6,101.4,580.5,-0.903,-0.586,-0.997,23.686,29.229,26.057,82.714
2019-W20,2019,20,2019-05-13,2019-05-19,7.6,7.6,90.0,543.6,-0.87,-0.601,-0.981,23.9,29.229,26.057,84.0
2019-W21,2019,21,2019-05-20,2019-05-26,1.9,1.9,39.7,410.0,-1.145,-0.658,-0.974,23.486,28.786,25.729,82.429
2019-W22,2019,22,2019-05-27,2019-06-02,2.4,2.4,21.5,322.3,-1.276,-0.68,-0.97,22.929,28.786,25.4,81.286
2019-W23,2019,23,2019-06-03,2019-06-09,1.7,1.7,13.6,285.1,-1.178,-0.694,-0.97,22.814,28.186,25.114,82.0
2019-W24,2019,24,2019-06-10,2019-06-16,0.7,0.7,6.7,221.5,-1.293,-0.731,-0.973,23.143,28.843,25.429,80.857
2019-W25,2019,25,2019-06-17,2019-06-23,3.4,3.4,8.2,166.0,-1.403,-0.792,-0.971,22.7,28.386,24.943,81.0
2019-W26,2019,26,2019-06-24,2019-06-30,0.1,0.1,5.9,153.2,-1.378,-0.809,-0.97,21.9,27.829,24.386,80.143
2019-W27,2019,27,2019-07-01,2019-07-07,3.1,3.1,7.3,127.4,-1.353,-0.765,-0.967,21.971,27.871,24.329,81.143
2019-W28,2019,28,2019-07-08,2019-07-14,0.7,0.7,7.3,123.0,-1.259,-1.073,-0.967,21.471,27.557,23.871,80.286
2019-W29,2019,29,2019-07-15,2019-07-21,0.3,0.3,4.2,104.3,-1.073,-1.26,-0.963,21.1,28.6,23.9,79.571
2019-W30,2019,30,2019-07-22,2019-07-28,0.5,0.5,4.6,52.6,-1.354,-1.172,-0.963,21.029,28.2,23.814,79.857
2019-W31,2019,31,2019-07-29,2019-08-04,0.0,0.0,1.5,32.0,-1.553,-1.265,-0.965,20.671,27.657,23.286,80.714
2019-W32,2019,32,2019-08-05,2019-08-11,0.0,0.0,0.8,22.4,-1.561,-1.247,-0.968,20.243,27.543,22.971,79.0
2019-W33,2019,33,2019-08-12,2019-08-18,0.0,0.0,0.5,14.8,-1.605,-1.229,-0.969,20.214,27.214,22.686,80.571
2019-W34,2019,34,2019-08-19,2019-08-25,0.3,0.3,0.3,13.2,-1.606,-1.428,-0.971,20.429,27.471,23.129,80.571
2019-W35,2019,35,2019-08-26,2019-09-01,0.0,0.0,0.3,10.8,-1.646,-1.521,-0.972,19.886,27.971,22.714,79.143
2019-W36,2019,36,2019-09-02,2019-09-08,0.0,0.0,0.3,9.1,-1.608,-1.437,-0.985,19.529,28.743,22.714,78.143
2019-W37,2019,37,2019-09-09,2019-09-15,0.0,0.0,0.3,8.4,-1.601,-1.497,-0.988,19.357,28.657,22.7,77.571
2019-W38,2019,38,2019-09-16,2019-09-22,0.1,0.1,0.1,5.1,-1.675,-1.577,-0.988,20.714,27.729,23.329,79.286
2019-W39,2019,39,2019-09-23,2019-09-29,1.2,1.2,1.3,6.2,-1.545,-1.508,-0.988,21.514,28.329,24.0,79.571
2019-W40,2019,40,2019-09-30,2019-10-06,2.4,2.4,3.7,5.5,-1.548,-1.468,-0.994,21.143,28.957,24.2,77.857
2019-W41,2019,41,2019-10-07,2019-10-13,0.7,0.7,4.4,5.5,-1.573,-1.379,-0.994,21.014,27.5,23.343,79.429
2019-W42,2019,42,2019-10-14,2019-10-20,0.5,0.5,4.8,5.7,-1.6,-1.232,-0.99,21.171,28.0,23.7,78.0
2019-W43,2019,43,2019-10-21,2019-10-27,0.1,0.1,3.7,5.3,-1.701,-1.485,-0.987,21.086,28.686,23.871,78.429
2019-W44,2019,44,2019-10-28,2019-11-03,0.7,0.7,2.0,6.0,-1.706,-1.651,-0.992,21.629,28.8,24.386,77.143
2019-W45,2019,45,2019-11-04,2019-11-10,1.9,1.9,3.2,7.9,-1.616,-1.64,-1.007,22.043,28.371,24.4,79.143
2019-W46,2019,46,2019-11-11,2019-11-17,36.1,36.1,38.8,44.0,-0.795,-1.246,-0.951,21.743,27.629,23.8,81.286
2019-W47,2019,47,2019-11-18,2019-11-24,1.1,1.1,39.8,44.8,-0.803,-1.242,-0.97,22.043,27.857,24.2,81.571
2019-W48,2019,48,2019-11-25,2019-12-01,5.9,5.9,45.0,50.7,-0.683,-1.182,-0.959,22.271,28.786,24.871,78.571
2019-W49,2019,49,2019-12-02,2019-12-08,15.6,15.6,58.7,66.3,-0.533,-1.044,-0.932,22.557,28.9,24.943,81.143
2019-W50,2019,50,2019-12-09,2019-12-15,0.5,0.5,23.1,66.8,-0.569,-1.072,-0.95,22.329,29.457,25.029,79.143
2019-W51,2019,51,2019-12-16,2019-12-22,0.1,0.1,22.1,66.8,-0.604,-1.11,-1.004,22.214,29.8,25.229,75.429
2019-W52,2019,52,2019-12-23,2019-12-29,2.9,2.9,19.1,68.5,-0.668,-1.127,-1.011,23.043,30.686,26.114,75.0
2020-W01,2020,1,2019-12-30,2020-01-05,13.1,13.1,16.6,79.2,-0.711,-1.157,-0.993,23.271,29.857,25.971,78.857
2020-W02,2020,2,2020-01-06,2020-01-12,9.9,9.9,26.0,88.4,-0.809,-1.24,-1.283,23.5,29.914,26.157,79.0
2020-W03,2020,3,2020-01-13,2020-01-19,1.5,1.5,27.4,89.4,-1.065,-1.451,-1.465,24.043,30.029,26.614,76.571
2020-W04,2020,4,2020-01-20,2020-01-26,130.9,130.9,155.4,220.2,-0.393,-0.871,-1.245,23.857,29.286,26.1,81.571
2020-W05,2020,5,2020-01-27,2020-02-02,28.8,28.8,171.1,248.3,-0.579,-0.98,-1.372,24.129,29.086,26.186,81.714
2020-W06,2020,6,2020-02-03,2020-02-09,12.1,12.1,173.3,258.5,-0.841,-1.164,-1.399,24.486,29.629,26.657,80.429
2020-W07,2020,7,2020-02-10,2020-02-16,18.1,18.1,189.9,240.5,-1.302,-1.377,-1.484,24.629,28.929,26.529,82.143
2020-W08,2020,8,2020-02-17,2020-02-23,64.2,64.2,123.2,303.6,-1.287,-1.378,-1.656,24.629,29.471,26.686,82.0
2020-W09,2020,9,2020-02-24,2020-03-01,111.1,111.1,205.5,408.8,-1.057,-1.157,-1.638,24.343,28.671,26.1,86.286
2020-W10,2020,10,2020-03-02,2020-03-08,51.2,51.2,244.6,444.4,-1.217,-1.228,-1.639,24.714,28.814,26.443,84.429
2020-W11,2020,11,2020-03-09,2020-03-15,79.2,79.2,305.7,523.1,-1.08,-1.09,-1.608,24.429,29.114,26.457,83.429
2020-W12,2020,12,2020-03-16,2020-03-22,107.6,107.6,349.1,630.6,-0.842,-0.9,-1.524,24.486,29.529,26.514,84.143
2020-W13,2020,13,2020-03-23,2020-03-29,7.7,7.7,245.7,635.4,-0.937,-0.988,-1.532,24.2,29.257,26.357,80.571
2020-W14,2020,14,2020-03-30,2020-04-05,27.8,27.8,222.3,650.1,-0.929,-1.034,-1.522,24.014,29.257,26.286,82.714
2020-W15,2020,15,2020-04-06,2020-04-12,11.2,11.2,154.3,651.4,-0.967,-1.073,-1.481,24.143,29.614,26.657,80.0
2020-W16,2020,16,2020-04-13,2020-04-19,57.4,57.4,104.1,707.3,-0.811,-1.016,-1.376,24.029,29.329,26.129,83.571
2020-W17,2020,17,2020-04-20,2020-04-26,1.7,1.7,98.1,578.1,-1.156,-1.067,-1.461,23.329,29.243,25.843,80.429
2020-W18,2020,18,2020-04-27,2020-05-03,2.2,2.2,72.5,551.5,-1.099,-1.114,-1.489,23.457,29.614,26.057,78.857
2020-W19,2020,19,2020-05-04,2020-05-10,1.5,1.5,62.8,540.9,-1.034,-1.176,-1.502,23.943,30.157,26.557,77.429
2020-W20,2020,20,2020-05-11,2020-05-17,2.5,2.5,7.9,525.3,-0.931,-1.269,-1.489,23.9,29.8,26.286,77.714
2020-W21,2020,21,2020-05-18,2020-05-24,0.0,0.0,6.2,461.1,-0.959,-1.303,-1.482,22.743,29.857,25.586,75.571
2020-W22,2020,22,2020-05-25,2020-05-31,0.2,0.2,4.2,350.2,-1.16,-1.337,-1.486,22.586,29.543,25.229,76.286
2020-W23,2020,23,2020-06-01,2020-06-07,2.6,2.6,5.3,301.6,-1.107,-1.379,-1.474,22.129,29.586,25.143,75.429
2020-W24,2020,24,2020-06-08,2020-06-14,0.0,0.0,2.8,222.4,-1.288,-1.419,-1.478,21.714,29.371,24.714,74.429
2020-W25,2020,25,2020-06-15,2020-06-21,0.8,0.8,3.6,115.6,-1.757,-1.419,-1.482,21.829,28.371,24.557,76.857
2020-W26,2020,26,2020-06-22,2020-06-28,1.4,1.4,4.8,109.3,-1.701,-1.433,-1.481,21.886,28.6,24.514,76.714
2020-W27,2020,27,2020-06-29,2020-07-05,2.0,2.0,4.2,83.5,-1.724,-1.404,-1.487,21.557,28.414,24.186,77.714
2020-W28,2020,28,2020-07-06,2020-07-12,2.9,2.9,7.1,75.2,-1.677,-1.374,-1.481,21.357,28.343,24.014,78.714
2020-W29,2020,29,2020-07-13,2020-07-19,0.0,0.0,6.3,17.8,-2.21,-1.326,-1.476,21.257,28.371,23.886,78.143
2020-W30,2020,30,2020-07-20,2020-07-26,2.0,2.0,6.9,18.1,-1.96,-1.555,-1.471,20.686,28.286,23.714,76.286
2020-W31,2020,31,2020-07-27,2020-08-02,0.0,0.0,4.9,15.9,-1.926,-1.487,-1.47,20.329,28.1,23.286,79.143
2020-W32,2020,32,2020-08-03,2020-08-09,0.0,0.0,2.0,14.4,-1.777,-1.379,-1.474,20.071,29.186,23.257,75.857
2020-W33,2020,33,2020-08-10,2020-08-16,0.0,0.0,2.0,11.9,-1.703,-1.29,-1.476,20.0,27.843,23.0,77.286
2020-W34,2020,34,2020-08-17,2020-08-23,1.0,1.0,1.0,12.9,-1.616,-1.269,-1.477,20.1,27.586,22.943,78.0
2020-W35,2020,35,2020-08-24,2020-08-30,0.9,0.9,1.9,13.6,-1.543,-1.411,-1.477,19.614,28.171,22.8,76.571
2020-W36,2020,36,2020-08-31,2020-09-06,0.0,0.0,1.9,11.0,-1.529,-1.369,-1.484,20.3,28.643,23.229,76.571
2020-W37,2020,37,2020-09-07,2020-09-13,0.0,0.0,1.9,11.0,-1.49,-1.482,-1.484,20.6,28.943,23.714,76.286
2020-W38,2020,38,2020-09-14,2020-09-20,0.0,0.0,0.9,10.2,-1.413,-1.841,-1.487,20.943,28.357,23.729,77.571
2020-W39,2020,39,2020-09-21,2020-09-27,0.0,0.0,0.0,8.8,-1.414,-1.754,-1.489,20.1,28.757,23.257,76.0
2020-W40,2020,40,2020-09-28,2020-10-04,0.0,0.0,0.0,6.8,-1.471,-1.758,-1.496,20.471,28.643,23.429,76.286
2020-W41,2020,41,2020-10-05,2020-10-11,0.2,0.2,0.2,4.1,-1.678,-1.729,-1.497,21.029,28.929,23.886,77.143
2020-W42,2020,42,2020-10-12,2020-10-18,0.0,0.0,0.2,4.1,-1.721,-2.164,-1.495,21.971,29.071,24.414,77.714
2020-W43,2020,43,2020-10-19,2020-10-25,0.0,0.0,0.2,2.1,-2.037,-2.031,-1.488,21.643,29.957,24.557,74.857
2020-W44,2020,44,2020-10-26,2020-11-01,0.3,0.3,0.5,2.4,-2.054,-2.012,-1.495,21.771,29.529,24.657,76.714
2020-W45,2020,45,2020-11-02,2020-11-08,0.0,0.0,0.3,2.4,-2.089,-1.917,-1.507,20.729,28.986,23.586,75.714
2020-W46,2020,46,2020-11-09,2020-11-15,0.0,0.0,0.3,2.4,-2.217,-1.945,-1.574,19.971,28.586,23.043,73.143
2020-W47,2020,47,2020-11-16,2020-11-22,1.3,1.3,1.6,2.7,-2.22,-1.907,-1.572,20.957,29.7,24.029,74.286
2020-W48,2020,48,2020-11-23,2020-11-29,0.0,0.0,1.3,1.8,-2.335,-1.893,-1.58,21.343,29.771,24.357,73.714
2020-W49,2020,49,2020-11-30,2020-12-06,7.4,7.4,8.7,9.2,-1.75,-1.759,-1.591,21.829,28.271,24.286,78.714
2020-W50,2020,50,2020-12-07,2020-12-13,45.1,45.1,53.8,54.3,-0.731,-1.161,-1.517,22.171,28.771,24.7,81.143
2020-W51,2020,51,2020-12-14,2020-12-20,5.2,5.2,57.7,59.5,-0.697,-1.13,-1.512,22.157,28.271,24.529,81.143
2020-W52,2020,52,2020-12-21,2020-12-27,16.0,16.0,73.7,75.5,-0.588,-1.047,-1.485,22.314,29.257,25.0,77.143
2020-W53,2020,53,2020-12-28,2021-01-03,4.8,4.8,71.1,80.3,,,,22.343,29.829,25.357,75.857
2021-W01,2021,1,2021-01-04,2021-01-10,25.2,25.2,51.2,105.3,-0.455,-0.97,-1.467,22.4,28.443,24.886,78.429
2021-W02,2021,2,2021-01-11,2021-01-17,40.6,40.6,86.6,145.9,-0.316,-0.857,-1.42,23.514,29.171,25.871,78.429
2021-W03,2021,3,2021-01-18,2021-01-24,39.2,39.2,109.8,185.1,-0.318,-0.848,-1.594,23.571,27.829,25.257,83.0
2021-W04,2021,4,2021-01-25,2021-01-31,44.3,44.3,149.3,229.1,-0.344,-0.842,-1.567,23.957,27.886,25.571,83.857
2021-W05,2021,5,2021-02-01,2021-02-07,12.0,12.0,136.1,241.1,-0.618,-1.031,-1.579,24.086,28.457,25.857,82.857
2021-W06,2021,6,2021-02-08,2021-02-14,104.2,104.2,199.7,345.3,-0.41,-0.817,-1.369,24.1,28.543,26.014,84.286
2021-W07,2021,7,2021-02-15,2021-02-21,50.6,50.6,211.1,394.6,-0.52,-0.901,-1.428,23.814,28.814,25.914,82.429
2021-W08,2021,8,2021-02-22,2021-02-28,2.1,2.1,168.9,396.7,-0.826,-1.168,-1.676,23.771,28.786,25.986,78.857
2021-W09,2021,9,2021-03-01,2021-03-07,38.7,38.7,195.6,428.0,-0.972,-1.241,-1.731,23.871,28.1,25.629,83.714
2021-W10,2021,10,2021-03-08,2021-03-14,306.4,306.4,397.8,689.3,-0.302,-0.505,-1.297,23.486,28.414,25.329,86.143
2021-W11,2021,11,2021-03-15,2021-03-21,108.1,108.1,455.3,792.2,-0.176,-0.364,-1.295,24.014,29.086,26.1,83.857
2021-W12,2021,12,2021-03-22,2021-03-28,22.0,22.0,475.2,798.2,-0.316,-0.44,-1.285,23.643,29.243,26.0,81.571
2021-W13,2021,13,2021-03-29,2021-04-04,6.0,6.0,442.5,799.4,-0.413,-0.532,-1.323,23.529,29.457,26.1,79.0
2021-W14,2021,14,2021-04-05,2021-04-11,38.5,38.5,174.6,812.7,-0.426,-0.56,-1.262,23.657,29.586,26.2,80.143
2021-W15,2021,15,2021-04-12,2021-04-18,10.6,10.6,77.1,782.7,-0.559,-0.611,-1.323,23.114,29.5,25.814,80.0
2021-W16,2021,16,2021-04-19,2021-04-25,15.9,15.9,71.0,759.4,-0.651,-0.669,-1.268,23.229,29.529,25.929,80.571
2021-W17,2021,17,2021-04-26,2021-05-02,14.3,14.3,79.3,729.4,-0.673,-0.7,-1.236,22.943,28.414,25.143,82.571
2021-W18,2021,18,2021-05-03,2021-05-09,2.0,2.0,42.8,719.4,-0.582,-0.751,-1.229,22.357,28.886,25.029,80.143
2021-W19,2021,19,2021-05-10,2021-05-16,2.3,2.3,34.5,617.5,-0.786,-0.807,-1.226,21.729,28.043,24.457,79.857
2021-W20,2021,20,2021-05-17,2021-05-23,0.9,0.9,19.5,567.8,-0.792,-0.828,-1.205,21.657,28.143,24.271,81.0
2021-W21,2021,21,2021-05-24,2021-05-30,0.0,0.0,5.2,565.7,-0.619,-0.862,-1.197,21.886,27.8,24.214,81.429
2021-W22,2021,22,2021-05-31,2021-06-06,1.0,1.0,4.2,528.0,-0.542,-0.897,-1.199,21.6,28.086,24.043,79.857
2021-W23,2021,23,2021-06-07,2021-06-13,2.9,2.9,4.8,224.5,-1.471,-1.0,-1.186,21.629,28.443,24.229,79.0
2021-W24,2021,24,2021-06-14,2021-06-20,0.1,0.1,4.0,116.5,-1.974,-1.043,-1.19,21.729,28.443,24.357,80.0
2021-W25,2021,25,2021-06-21,2021-06-27,0.0,0.0,4.0,94.5,-1.941,-1.081,-1.192,21.271,28.057,23.971,78.286
2021-W26,2021,26,2021-06-28,2021-07-04,0.0,0.0,3.0,88.5,-1.89,-1.097,-1.196,21.014,27.957,23.7,78.857
2021-W27,2021,27,2021-07-05,2021-07-11,0.0,0.0,0.1,50.0,-2.129,-1.097,-1.203,20.429,27.386,23.086,79.0
2021-W28,2021,28,2021-07-12,2021-07-18,0.4,0.4,0.4,39.8,-2.155,-1.144,-1.201,20.757,28.1,23.657,79.0
2021-W29,2021,29,2021-07-19,2021-07-25,0.4,0.4,0.8,24.3,-2.037,-1.182,-1.2,21.0,27.871,23.557,79.714
2021-W30,2021,30,2021-07-26,2021-08-01,0.0,0.0,0.8,10.0,-2.251,-1.178,-1.198,21.2,27.857,23.757,80.143
2021-W31,2021,31,2021-08-02,2021-08-08,0.0,0.0,0.8,8.0,-2.253,-1.067,-1.197,20.6,27.6,23.114,79.571
2021-W32,2021,32,2021-08-09,2021-08-15,0.1,0.1,0.5,5.8,-2.177,-1.192,-1.2,20.229,27.129,22.929,78.429
2021-W33,2021,33,2021-08-16,2021-08-22,1.4,1.4,1.5,6.3,-1.969,-1.185,-1.201,20.757,27.843,23.286,79.571
